,x,y,w,h,type
0,86,103.51366693852935,50,50,Tooth.TOOTH
1,138,101.93267640050257,50,50,Tooth.TOOTH
2,181,97.1523828343381,50,50,Tooth.TOOTH
3,230,101.55263242290154,50,50,Tooth.TOOTH
4,267,93.91074624142153,50,50,Tooth.GAP
5,307,97.30578054464775,50,50,Tooth.TOOTH
6,347,97.02855541950493,50,50,Tooth.TOOTH
7,397,105.53894982621877,50,50,Tooth.TOOTH
8,441,103.32092838017788,50,50,Tooth.TOOTH
9,497,98.67327507166425,50,50,Tooth.TOOTH
10,467,108.81210194414865,50,50,Tooth.TOOTH
11,541,97.87569090924444,50,50,Tooth.TOOTH
12,576,98.40363123721112,50,50,Tooth.TOOTH
13,619,96.77850020113965,50,50,Tooth.TOOTH
14,656,99.30568271904286,50,50,Tooth.TOOTH
15,708,94.28175009341149,50,50,Tooth.GAP
16,744,92.4064045970272,50,50,Tooth.GAP
17,775,97.06505257643732,50,50,Tooth.TOOTH
18,815,98.462124940151,50,50,Tooth.GAP
19,855,105.9002791386657,50,50,Tooth.GAP
20,899,107.25348442000069,50,50,Tooth.GAP
21,943,106.97143993030983,50,50,Tooth.GAP
22,995,103.89354778269639,50,50,Tooth.TOOTH
23,1050,102.28379513986177,50,50,Tooth.TOOTH
24,1103,102.84184397802542,50,50,Tooth.GAP
25,1145,103.2920467788827,50,50,Tooth.TOOTH
26,1201,91.63159621651403,50,50,Tooth.TOOTH
27,1242,99.89232811196564,50,50,Tooth.TOOTH
28,1295,97.9026026160325,50,50,Tooth.TOOTH
29,1342,98.9156278049517,50,50,Tooth.TOOTH
30,1402,104.60394775559045,50,50,Tooth.TOOTH
31,1441,99.10168292334589,50,50,Tooth.GAP
32,1487,98.8824240854218,50,50,Tooth.TOOTH
33,1547,88.46471177697433,50,50,Tooth.TOOTH
34,1605,93.7415471613008,50,50,Tooth.GAP
35,1649,91.23682489171341,50,50,Tooth.TOOTH
36,1705,89.25291040189818,50,50,Tooth.TOOTH
37,1750,89.91826607674227,50,50,Tooth.TOOTH
38,1793,100.89491213446625,50,50,Tooth.TOOTH
39,1850,107.2405771504644,50,50,Tooth.GAP
40,1914,96.85236958844733,50,50,Tooth.TOOTH
41,1969,98.36149065470335,50,50,Tooth.TOOTH
42,2023,109.82789575354857,50,50,Tooth.TOOTH
43,2070,111.3345580039808,50,50,Tooth.TOOTH
44,2116,127.74304511698126,50,50,Tooth.GAP
45,2169,124.07215872458622,50,50,Tooth.CENTER_T
46,2213,119.98483857949508,50,50,Tooth.GAP
47,2264,111.37496484400819,50,50,Tooth.TOOTH
48,2312,96.71310620422231,50,50,Tooth.TOOTH
49,2367,102.56860813205114,50,50,Tooth.TOOTH
50,2419,96.63896613409631,50,50,Tooth.TOOTH
51,2477,103.41773212873152,50,50,Tooth.GAP
52,2519,96.00789641281344,50,50,Tooth.GAP
53,2552,94.81544407748277,50,50,Tooth.TOOTH
54,2599,93.00144110622466,50,50,Tooth.TOOTH
55,2643,91.96549447081091,50,50,Tooth.TOOTH
56,2695,93.15753283127457,50,50,Tooth.TOOTH
57,2746,101.98149396555894,50,50,Tooth.TOOTH
58,2802,87.04708498220133,50,50,Tooth.TOOTH
59,2860,93.31609410877238,50,50,Tooth.TOOTH
60,2917,90.7979869623712,50,50,Tooth.TOOTH
61,2956,96.2260143165832,50,50,Tooth.TOOTH
62,3009,94.76886147512647,50,50,Tooth.TOOTH
63,3052,96.49219875432273,50,50,Tooth.GAP
64,3098,99.11483760437861,50,50,Tooth.TOOTH
65,3146,98.99867912266507,50,50,Tooth.GAP
66,3186,100.430796718308,50,50,Tooth.TOOTH
67,3236,98.66223831537947,50,50,Tooth.TOOTH
68,3289,98.58988831564861,50,50,Tooth.TOOTH
69,3334,102.79997654012821,50,50,Tooth.TOOTH
70,3378,107.12272733003569,50,50,Tooth.TOOTH
71,3425,108.3341623554866,50,50,Tooth.TOOTH
72,3464,105.25948836460486,50,50,Tooth.TOOTH
73,3516,103.21773141363614,50,50,Tooth.GAP
74,3546,99.15726434588117,50,50,Tooth.TOOTH
75,3585,107.50972353391553,50,50,Tooth.TOOTH
76,3631,100.05278123519557,50,50,Tooth.TOOTH
77,3672,101.55575311548007,50,50,Tooth.TOOTH
78,3712,98.54990023045845,50,50,Tooth.TOOTH
79,3750,99.45624588449097,50,50,Tooth.TOOTH
80,3792,100.41880297613861,50,50,Tooth.TOOTH
81,3827,103.96948046374297,50,50,Tooth.TOOTH
82,3868,103.32091810683471,50,50,Tooth.TOOTH
83,3910,106.97380755035168,50,50,Tooth.TOOTH
84,3945,103.46522961418232,50,50,Tooth.TOOTH
85,4022,103.482040792012,50,50,Tooth.TOOTH
86,3985,96.64733028930095,50,50,Tooth.GAP
87,4063,100.86978047134939,50,50,Tooth.TOOTH
88,4109,93.9391502326287,50,50,Tooth.TOOTH
89,4139,94.4600401788604,50,50,Tooth.TOOTH
90,4176,96.43099258214052,50,50,Tooth.TOOTH
91,4223,98.02988510717734,50,50,Tooth.TOOTH
92,4250,97.29137740450342,50,50,Tooth.TOOTH
