,x,y,w,h,type
0,75,80.98977521704994,50,50,Tooth.TOOTH
1,129,86.5937537175211,50,50,Tooth.GAP
2,260,103.76553118257036,50,50,Tooth.TOOTH
3,190,122.21488770075229,50,50,Tooth.TOOTH
4,302,101.28461406165314,50,50,Tooth.TOOTH
5,223,102.87706784862664,50,50,Tooth.TOOTH
6,390,103.51983226576742,50,50,Tooth.TOOTH
7,439,98.39747501822633,50,50,Tooth.TOOTH
8,490,102.52020418171837,50,50,Tooth.TOOTH
9,532,102.75481975333413,50,50,Tooth.TOOTH
10,578,107.54625329993152,50,50,Tooth.TOOTH
11,611,104.75420453938898,50,50,Tooth.GAP
12,677,108.67153786534902,50,50,Tooth.TOOTH
13,722,108.66177211677984,50,50,Tooth.TOOTH
14,769,109.1014361524634,50,50,Tooth.TOOTH
15,819,108.29763461186675,50,50,Tooth.TOOTH
16,873,96.86995837326253,50,50,Tooth.TOOTH
17,924,95.4848530198159,50,50,Tooth.TOOTH
18,976,90.37029620814239,50,50,Tooth.TOOTH
19,1031,90.96352031548763,50,50,Tooth.GAP
20,1084,86.74313513747335,50,50,Tooth.TOOTH
21,1135,85.06973536836367,50,50,Tooth.TOOTH
22,1185,83.24287060260701,50,50,Tooth.GAP
23,1237,85.7140880885092,50,50,Tooth.TOOTH
24,1291,84.69717332523504,50,50,Tooth.TOOTH
25,1332,87.86625672334142,50,50,Tooth.GAP
26,1384,88.95086069830174,50,50,Tooth.TOOTH
27,1441,90.6627436915411,50,50,Tooth.TOOTH
28,1492,99.6709481475997,50,50,Tooth.TOOTH
29,1547,101.05988379509124,50,50,Tooth.TOOTH
30,1601,105.87772208044369,50,50,Tooth.GAP
31,1675,114.03852280500908,50,50,Tooth.TOOTH
32,1729,132.1411910082281,50,50,Tooth.GAP
33,1787,140.25196167978555,50,50,Tooth.TOOTH
34,1846,131.62567217208826,50,50,Tooth.CENTER_G
35,1894,123.88110125985646,50,50,Tooth.TOOTH
36,1957,110.52052943697483,50,50,Tooth.TOOTH
37,2005,106.12518840270259,50,50,Tooth.TOOTH
38,2061,100.68124964605666,50,50,Tooth.TOOTH
39,2114,96.64287638085811,50,50,Tooth.TOOTH
40,2174,93.46533925072202,50,50,Tooth.TOOTH
41,2226,91.10326176917077,50,50,Tooth.GAP
42,2282,89.54275222259882,50,50,Tooth.TOOTH
43,2336,83.01186778378376,50,50,Tooth.TOOTH
44,2379,89.7659571898004,50,50,Tooth.GAP
45,2441,84.11387887261327,50,50,Tooth.TOOTH
46,2495,87.01576898138494,50,50,Tooth.TOOTH
47,2544,93.18195199478667,50,50,Tooth.GAP
48,2606,95.33836398117471,50,50,Tooth.TOOTH
49,2656,87.77600735413135,50,50,Tooth.TOOTH
50,2708,107.98348460404326,50,50,Tooth.TOOTH
51,2759,105.97019756308612,50,50,Tooth.TOOTH
52,2808,85.61485342755932,50,50,Tooth.TOOTH
53,2848,115.15792090411539,50,50,Tooth.TOOTH
54,2900,111.08554079304132,50,50,Tooth.TOOTH
55,2931,104.8711747011803,50,50,Tooth.GAP
56,2989,99.73658751719033,50,50,Tooth.TOOTH
57,3035,102.04921507156135,50,50,Tooth.GAP
58,3067,107.18806860717478,50,50,Tooth.TOOTH
59,3105,107.79864401075808,50,50,Tooth.GAP
60,3163,97.40268498545774,50,50,Tooth.TOOTH
61,3213,103.4232218857597,50,50,Tooth.TOOTH
62,3259,107.74809311967779,50,50,Tooth.TOOTH
63,3310,109.54720874555782,50,50,Tooth.TOOTH
64,3349,99.94393360349022,50,50,Tooth.TOOTH
65,3389,112.95252023548954,50,50,Tooth.TOOTH
66,3447,97.29281177107994,50,50,Tooth.TOOTH
67,3493,103.47814025337165,50,50,Tooth.TOOTH
68,3537,100.99194469754126,50,50,Tooth.GAP
69,3582,100.96571006266193,50,50,Tooth.TOOTH
70,3627,96.27705833264591,50,50,Tooth.TOOTH
71,3670,92.81726973768463,50,50,Tooth.TOOTH
72,3726,82.80595908878375,50,50,Tooth.TOOTH
