,x,y,w,h,type
0,149,100.32020311150492,50,50,Tooth.TOOTH
1,206,100.80191459588596,50,50,Tooth.TOOTH
2,247,101.23478210992148,50,50,Tooth.TOOTH
3,289,99.62145472919732,50,50,Tooth.TOOTH
4,321,93.82061856803274,50,50,Tooth.GAP
5,370,100.57216474156093,50,50,Tooth.TOOTH
6,408,97.47490462373241,50,50,Tooth.GAP
7,447,101.15356888330157,50,50,Tooth.TOOTH
8,487,89.47731782240506,50,50,Tooth.GAP
9,521,104.54622818910254,50,50,Tooth.TOOTH
10,564,105.14396658020496,50,50,Tooth.TOOTH
11,602,97.8661849837155,50,50,Tooth.TOOTH
12,660,98.0381709554216,50,50,Tooth.TOOTH
13,629,102.27576174673015,50,50,Tooth.GAP
14,702,103.80606567830993,50,50,Tooth.TOOTH
15,752,103.28589578785581,50,50,Tooth.GAP
16,803,103.77095264883101,50,50,Tooth.TOOTH
17,864,95.59335790756741,50,50,Tooth.GAP
18,910,98.28191849911623,50,50,Tooth.GAP
19,964,104.97215040245955,50,50,Tooth.GAP
20,1000,110.46583953792565,50,50,Tooth.TOOTH
21,1039,100.15339539473031,50,50,Tooth.GAP
22,1081,97.91493669572748,50,50,Tooth.TOOTH
23,1120,109.18076959699522,50,50,Tooth.GAP
24,1171,100.48175808380469,50,50,Tooth.TOOTH
25,1226,105.26532711335497,50,50,Tooth.TOOTH
26,1277,95.58330334092707,50,50,Tooth.TOOTH
27,1328,97.05246522908936,50,50,Tooth.TOOTH
28,1376,94.40876008001467,50,50,Tooth.GAP
29,1425,96.3898789780305,50,50,Tooth.TOOTH
30,1478,90.83534524062152,50,50,Tooth.TOOTH
31,1535,105.8746276886301,50,50,Tooth.GAP
32,1593,94.41235878689245,50,50,Tooth.TOOTH
33,1644,93.93198799747734,50,50,Tooth.TOOTH
34,1682,91.0321363440081,50,50,Tooth.GAP
35,1738,89.86199596625538,50,50,Tooth.TOOTH
36,1789,95.35476826094985,50,50,Tooth.TOOTH
37,1840,95.09098459903034,50,50,Tooth.TOOTH
38,1907,95.3287267818809,50,50,Tooth.TOOTH
39,1957,95.56971787953894,50,50,Tooth.TOOTH
40,2012,107.5754964608038,50,50,Tooth.TOOTH
41,2064,105.95993016799818,50,50,Tooth.TOOTH
42,2120,108.15472484383085,50,50,Tooth.TOOTH
43,2166,103.4644104116674,50,50,Tooth.TOOTH
44,2217,110.44087178219442,50,50,Tooth.CENTER_T
45,2272,115.84170735268516,50,50,Tooth.TOOTH
46,2313,112.2517078420524,50,50,Tooth.TOOTH
47,2366,109.81271071761122,50,50,Tooth.TOOTH
48,2422,105.27954452415796,50,50,Tooth.TOOTH
49,2481,104.24247986462785,50,50,Tooth.GAP
50,2540,94.50503811673101,50,50,Tooth.TOOTH
51,2609,98.3930061462346,50,50,Tooth.TOOTH
52,2656,97.04092236546785,50,50,Tooth.TOOTH
53,2706,94.7348450850279,50,50,Tooth.TOOTH
54,2756,91.86420570463515,50,50,Tooth.TOOTH
55,2818,93.24674385481394,50,50,Tooth.TOOTH
56,2868,91.24152083910285,50,50,Tooth.TOOTH
57,2918,97.21314230358453,50,50,Tooth.TOOTH
58,2975,93.25765372558239,50,50,Tooth.TOOTH
59,3031,98.81789862263616,50,50,Tooth.TOOTH
60,3117,92.63884828988797,50,50,Tooth.TOOTH
61,3184,90.10980877745597,50,50,Tooth.TOOTH
62,3224,108.5406798065114,50,50,Tooth.GAP
63,3264,110.81506609538985,50,50,Tooth.TOOTH
64,3303,105.54665766834755,50,50,Tooth.TOOTH
65,3360,107.97857573852832,50,50,Tooth.TOOTH
66,3414,106.98835528271401,50,50,Tooth.TOOTH
67,3472,113.17542850796177,50,50,Tooth.GAP
68,3515,99.31381928785699,50,50,Tooth.TOOTH
69,3544,104.47158285275844,50,50,Tooth.TOOTH
70,3583,97.50613940392645,50,50,Tooth.GAP
71,3622,100.61389640270707,50,50,Tooth.TOOTH
72,3708,106.3832867464635,50,50,Tooth.TOOTH
73,3679,90.92594653151578,50,50,Tooth.GAP
74,3748,98.80303831843865,50,50,Tooth.TOOTH
75,3790,99.046976423172,50,50,Tooth.TOOTH
76,3833,97.50264246174676,50,50,Tooth.TOOTH
77,3869,99.08149560300886,50,50,Tooth.TOOTH
78,3911,101.02498085646567,50,50,Tooth.TOOTH
79,3961,107.45275710836805,50,50,Tooth.GAP
80,3992,97.37866836055588,50,50,Tooth.TOOTH
81,4028,99.12231058142139,50,50,Tooth.TOOTH
82,4068,98.32974245958603,50,50,Tooth.TOOTH
83,4104,90.40800583592802,50,50,Tooth.TOOTH
84,4145,96.4748855901763,50,50,Tooth.TOOTH
85,4187,96.51393818526151,50,50,Tooth.TOOTH
86,4228,102.32681213359052,50,50,Tooth.GAP
87,4275,97.3837130197686,50,50,Tooth.TOOTH
88,4319,93.35421338614523,50,50,Tooth.GAP
89,4367,104.67335178121166,50,50,Tooth.TOOTH
90,4436,112.087280797298,50,50,Tooth.TOOTH
91,4411,96.31329215638418,50,50,Tooth.GAP
