,x,y,gradient,smoothness,gradientEven,smoothnessEven
0,149.0,1866.0,-4.181818181818182,0.05224660397074081,-46.0,0.5747126436781489
1,160.0,1820.0,-3.6071055381400328,0.04688261929641182,-47.0,0.6303030303030264
2,178.0,1772.0,-2.921212121212129,0.0005161331180141421,-47.5,0.1118861024033464
3,193.0,1725.0,-3.38333333333334,0.015545982702845879,-45.0,0.08471479500891732
4,205.0,1682.0,-2.7517825311942943,0.005641535611110554,-35.0,-0.5697529482012058
5,227.0,1655.0,-4.522839229735752,-0.02168709699136312,-33.0,-0.895934131228266
6,234.0,1616.0,-4.543650793650826,0.04753850077125654,-34.0,0.4957630492113161
7,243.0,1587.0,-3.5313131313131194,0.08355862775217839,-36.0,0.7713122003444752
8,254.0,1544.0,-3.001026392961876,0.01958781362007095,-35.0,-0.059343434343443136
9,274.0,1517.0,-3.6500000000000057,-0.02639036279288734,-37.5,-0.4412928235859539
10,284.0,1469.0,-3.8836120401337837,0.015151228733459712,-41.5,0.3071070234113762
11,297.0,1434.0,-3.0357859531772533,0.036972274732199384,-34.0,0.5001393534002272
12,307.0,1401.0,-2.8833333333333293,-0.0819476031215162,-37.0,-2.6871070234113716
13,327.0,1360.0,-8.409999999999997,-0.06497802197802005,-45.5,-2.7936813186813128
14,332.0,1310.0,-8.470695970695955,0.049445593622065936,-46.5,3.204719887955177
15,353.0,1267.0,-2.000560224089643,0.18355029521180133,-50.5,3.3193635798898855
16,383.0,1209.0,-1.8319688109161838,-0.005697200021245484,-52.5,-0.1301169962934683
17,410.0,1162.0,-2.2607942166765795,-0.008700337234908623,-45.5,-0.24992811339560284
18,427.0,1118.0,-2.3318250377073895,-0.0029420265566895004,-44.0,-0.05027922016412667
19,449.0,1074.0,-2.361352657004833,0.0005024134488814044,-53.5,0.013190802788651368
20,472.0,1011.0,-2.3054434321300867,0.005480312728251408,-57.0,0.16317153923038852
21,501.0,960.0,-2.035009578544056,0.0026357484172233187,-43.0,0.12677659411382347
22,517.0,925.0,-2.05189024390244,-0.005381127500061006,-40.5,-0.1601982919604623
23,542.0,879.0,-2.3554061624649805,-0.009508152949211465,-46.0,-0.21736150302435053
24,559.0,833.0,-2.486613249951141,0.00657251096948603,-46.75,0.1993397216986894
25,580.5,785.5,-1.9567267190676016,0.008508168682534872,-47.5,0.06383764275965476
26,610.0,738.0,-2.3589379644318313,-0.010529097308031879,-42.75,-0.26449378332334295
27,624.0,700.0,-2.4857142857142875,0.00755696866198529,-41.5,0.277605628178649
28,645.0,655.0,-1.8037267080745334,0.024297545104998566,-40.0,0.5230158730158738
29,670.0,620.0,-1.43968253968254,0.0010672384895987035,-46.0,-0.1874223602484486
30,708.0,563.0,-2.1785714285714306,-0.005174285414826174,-51.0,-0.3551770720516134
31,726.0,518.0,-2.1500366837857667,0.011123584839201377,-45.5,0.3983851348623122
32,755.0,472.0,-1.3818011588468062,0.01702788420683342,-41.5,0.48949308449262596
33,787.0,435.0,-1.1710505148005148,0.0038321407161248065,-43.5,0.109948198471022
34,829.0,385.0,-1.1619047619047622,0.0003011955929746006,-41.0,0.009568384084894133
35,857.0,353.0,-1.1519137466307265,0.0032904601761260567,-30.5,0.0788677576293676
36,882.0,324.0,-1.004169246646027,0.005201265234500292,-32.0,0.16964757540264963
37,933.0,289.0,-0.8126185958254273,0.001283167131770839,-36.75,0.07995818654140396
38,975.0,250.5,-0.8442528735632191,0.0028863507665662577,-36.5,0.13686485346826904
39,1020.0,216.0,-0.5388888888888892,0.005674511402756368,-24.25,0.2553530131240366
40,1065.0,202.0,-0.33354684731514594,0.002820299657091804,-16.25,0.1239327146568665
41,1116.5,183.5,-0.2910234595751562,0.0025782453692414576,-14.5,0.11514215051894683
42,1162.0,173.0,-0.10326254627725229,0.0032833195881023496,-4.5,0.1513290374798858
43,1210.0,174.5,0.01163461538461541,0.0006935358193842346,0.5,0.02759281160016447
44,1262.0,174.0,-0.04807692307692335,0.0006851503013638352,-1.75,0.010318854995579274
45,1301.0,171.0,0.03227232537577396,0.003164972186400393,2.5,0.14876613038377762
46,1349.0,179.0,0.24945533769063188,0.0033027351953673068,13.25,0.16064981301113213
47,1403.0,197.5,0.3535719513980382,0.0023336442692311636,18.25,0.11901711847745311
48,1452.5,215.5,0.4874895746455381,0.003832001204346706,26.0,0.20518152960106883
49,1507.0,249.5,0.7639350106001759,0.005311385552223675,28.25,0.21152482052036847
50,1534.0,272.0,0.910539215686275,0.0016084887537316447,23.0,0.051843470309668405
51,1558.0,295.5,0.8676219512195127,-0.0007089608131745744,24.75,-0.0031327449528499862
52,1595.5,321.5,0.9042737257805751,0.0023435676186243422,33.25,0.08536403075162013
53,1632.0,362.0,1.038350012722753,0.003837032823824242,37.0,0.13589621586310274
54,1666.5,395.5,1.1760661575067806,0.0014960420054115423,39.0,0.05496418777781775
55,1699.0,440.0,1.1482783882783885,-0.00018802962992186395,39.0,-0.0029896135255724765
56,1736.5,473.5,1.1700869304556356,0.003573571494805094,39.25,0.10893232992497692
57,1768.5,518.5,1.3661430481283423,0.006587733348269131,45.0,0.21834597106431275
58,1802.5,563.5,1.606778872584261,0.011027956541764625,39.75,0.24993095732540693
59,1822.0,598.0,1.8660049627791562,0.005909937378334167,44.25,0.07137865276167243
60,1849.0,652.0,1.749536178107606,-0.006687005390922408,44.0,-0.1530636702007664
61,1871.0,686.0,1.5598776223776234,-0.0025075435135471363,37.5,-0.03350482645433228
62,1897.0,727.0,1.6825265251989414,0.0003375306446427445,49.5,-0.019522144522143847
63,1929.0,785.0,1.5208333333333357,0.0026425674324380005,40.0,-0.02892413776034619
64,1945.0,807.0,1.624678249678249,0.010088548369798295,31.5,0.20744047619047556
65,1966.0,848.0,1.9357142857142868,0.00469330938080945,43.5,0.07307754182754334
66,1990.0,894.0,1.7708333333333357,0.00030588624338623305,42.5,0.007341269841269593
67,2014.0,933.0,1.950396825396826,0.007426697530864217,39.25,0.15625
68,2032.0,972.5,2.0833333333333357,-0.005257936507936524,37.5,-0.09464285714285747
69,2050.0,1008.0,1.761111111111111,-0.008777315640060884,37.25,-0.09484551396316476
70,2077.0,1047.0,1.8936423054070062,-0.0018681100079448593,38.0,0.01411891342231808
71,2094.0,1084.0,1.7893489379557472,0.03185790244613792,34.75,1.3094653970041001
72,2122.5,1116.5,4.5125730994152065,-0.005838937617991757,36.5,1.239659489746325
73,2130.0,1157.0,4.268667917448397,-0.0845232578893351,35.25,-1.2572493550182289
74,2143.0,1187.0,1.9980743893787487,-0.12766522632407382,35.0,-1.2733713918792802
75,2176.0,1227.0,1.7219251336898367,0.005201837211528879,38.0,-0.024641746609716186
76,2194.0,1263.0,1.9487908961593163,0.008663526946515829,36.0,0.15622567402753162
77,2213.0,1299.0,2.0343764817449,0.0035880475069665213,37.5,0.06727121858700968
78,2231.0,1338.0,2.0833333333333357,0.012933986618197231,37.5,0.23281175912755003
79,2249.0,1374.0,2.5,0.013425925925925272,35.0,0.2499999999999929
80,2261.0,1408.0,2.5833333333333215,-0.008971012647483255,35.0,-0.19986631016042367
81,2277.0,1444.0,2.1002673796791527,-0.026140414843623047,34.5,-0.4271390374331503
82,2294.0,1477.0,1.729055258467021,-0.010545345839463732,32.5,-0.1408789805848656
83,2316.0,1509.0,1.8185094185094215,0.02219437826648446,31.5,0.3038863492611128
84,2331.0,1540.0,2.3368279569892465,0.026159278188414327,36.5,0.3967936778420622
85,2347.0,1582.0,2.612096774193546,-0.0035966147234400975,40.5,-0.035596641033322385
86,2362.0,1621.0,2.2656346749226017,-0.017923194944611254,37.0,-0.2812375855831881
87,2381.0,1656.0,2.0496216030271697,0.002711708465062468,36.5,0.022131308663816185
88,2398.0,1694.0,2.309897292250234,0.04098718109726006,40.5,0.7437077170049271
89,2416.0,1737.0,3.537037037037024,0.013122615301266155,40.0,0.5487550575785924
90,2425.0,1774.0,3.407407407407419,-0.00960219478737813,36.5,-0.06481481481480245
91,2443.0,1810.0,3.407407407407419,0.0521262002743475,36.5,0.35185185185184586
92,2452.0,1847.0,4.111111111111111,0.0781893004115213,37.0,0.7037037037036917
