,x,y
0,1222,294
1,1266,295
2,1311,295
3,1409,308
4,1120,315
5,1467,325
6,1069,335
7,1509,354
8,1031,357
9,989,388
10,1560,393
11,1521,405
12,897,459
13,1654,466
14,857,489
15,1693,499
16,824,526
17,1723,540
18,791,563
19,1760,577
20,1792,618
21,1291,649
22,721,651
23,1825,666
24,692,693
25,1855,707
26,639,776
27,1910,793
28,611,819
29,1922,836
30,589,866
31,1977,908
32,561,910
33,1991,950
34,2022,993
35,493,1036
36,2048,1037
37,2068,1080
38,447,1119
39,2085,1123
40,423,1158
41,2107,1166
42,404,1200
43,2152,1235
44,381,1240
45,407,1291
46,2186,1309
47,1048,1317
48,2208,1350
49,2233,1432
50,253,1484
51,2271,1490
52,2340,1683
53,145,1739
54,2375,1763
55,158,1797
56,101,1827
57,81,1867
58,7,1877
