,x,y,w,h,type
0,12,82.13934660474573,50,50,Tooth.GAP
1,76,94.81266754652329,50,50,Tooth.TOOTH
2,118,103.67061746387499,50,50,Tooth.GAP
3,174,96.35151214066472,50,50,Tooth.TOOTH
4,223,98.968847147458,50,50,Tooth.TOOTH
5,270,103.18277363583009,50,50,Tooth.TOOTH
6,320,101.23294999699651,50,50,Tooth.TOOTH
7,365,103.74318874859806,50,50,Tooth.TOOTH
8,415,104.46988027682667,50,50,Tooth.TOOTH
9,457,100.08989812194255,50,50,Tooth.GAP
10,509,103.26692370400737,50,50,Tooth.TOOTH
11,557,106.33218049583304,50,50,Tooth.TOOTH
12,603,120.00942430852912,50,50,Tooth.TOOTH
13,654,107.23934348342205,50,50,Tooth.TOOTH
14,697,102.41662627697076,50,50,Tooth.TOOTH
15,740,106.88408192480759,50,50,Tooth.TOOTH
16,779,107.56227112872918,50,50,Tooth.GAP
17,833,104.28438216373348,50,50,Tooth.TOOTH
18,874,101.38758892579598,50,50,Tooth.GAP
19,931,101.72147934492445,50,50,Tooth.TOOTH
20,972,95.12864377620957,50,50,Tooth.TOOTH
21,1021,100.01848011149247,50,50,Tooth.TOOTH
22,1075,97.15324599268398,50,50,Tooth.GAP
23,1116,99.46533597260745,50,50,Tooth.TOOTH
24,1163,99.24574721555933,50,50,Tooth.TOOTH
25,1214,93.33196030732441,50,50,Tooth.TOOTH
26,1262,93.9481580702162,50,50,Tooth.TOOTH
27,1318,96.50659729598608,50,50,Tooth.TOOTH
28,1369,89.7886458352326,50,50,Tooth.TOOTH
29,1420,86.53917267728683,50,50,Tooth.TOOTH
30,1477,84.82822768576851,50,50,Tooth.TOOTH
31,1526,82.8615120143843,50,50,Tooth.TOOTH
32,1574,83.1338950772555,50,50,Tooth.TOOTH
33,1626,83.17707030957803,50,50,Tooth.TOOTH
34,1677,81.02801106755695,50,50,Tooth.TOOTH
35,1729,87.93507558727751,50,50,Tooth.TOOTH
36,1780,101.0516676370291,50,50,Tooth.GAP
37,1831,95.9295759490518,50,50,Tooth.TOOTH
38,1881,100.66669643547714,50,50,Tooth.TOOTH
39,1936,99.16455431062374,50,50,Tooth.TOOTH
40,1993,118.18972446817274,50,50,Tooth.TOOTH
41,2054,127.96779040628915,50,50,Tooth.GAP
42,2107,137.76945482446536,50,50,Tooth.TOOTH
43,2164,135.5507101428285,50,50,Tooth.TOOTH
44,2237,57.88857989407779,50,50,Tooth.CENTER_T
45,2315,70.72232239675982,50,50,Tooth.GAP
46,2345,72.82469966727601,50,50,Tooth.TOOTH
47,2398,86.79794523823375,50,50,Tooth.TOOTH
48,2454,94.03887387400682,50,50,Tooth.TOOTH
49,2508,98.46041016868418,50,50,Tooth.TOOTH
50,2543,97.04795579424743,50,50,Tooth.GAP
51,2573,99.73106121443267,50,50,Tooth.TOOTH
52,2624,102.5379863551546,50,50,Tooth.TOOTH
53,2678,108.30620636231085,50,50,Tooth.TOOTH
54,2734,120.57460528705069,50,50,Tooth.TOOTH
55,2780,111.51976447844763,50,50,Tooth.TOOTH
56,2833,114.54690502123111,50,50,Tooth.TOOTH
57,2884,112.69486619894278,50,50,Tooth.TOOTH
58,2941,112.40814152834247,50,50,Tooth.TOOTH
59,2997,107.61455410130142,50,50,Tooth.TOOTH
60,3048,107.18607305359554,50,50,Tooth.TOOTH
61,3100,106.94692628927947,50,50,Tooth.TOOTH
62,3155,106.35888175148477,50,50,Tooth.TOOTH
63,3193,104.13249144998473,50,50,Tooth.TOOTH
64,3239,99.54783853388548,50,50,Tooth.TOOTH
65,3338,95.91582233770595,50,50,Tooth.TOOTH
66,3297,107.49662555454687,50,50,Tooth.GAP
67,3371,99.51327637379106,50,50,Tooth.GAP
68,3409,98.72937558592992,50,50,Tooth.TOOTH
69,3472,93.41184381269464,50,50,Tooth.GAP
70,3506,96.30095321632089,50,50,Tooth.TOOTH
71,3544,94.86002473487083,50,50,Tooth.GAP
72,3601,94.58460633527862,50,50,Tooth.TOOTH
73,3650,93.22266491247115,50,50,Tooth.TOOTH
74,3698,94.33853339675608,50,50,Tooth.TOOTH
75,3743,95.16114771696097,50,50,Tooth.TOOTH
76,3786,94.78393018922527,50,50,Tooth.TOOTH
77,3834,98.74438017073344,50,50,Tooth.TOOTH
78,3871,97.163118475139,50,50,Tooth.GAP
79,3930,100.28485609022046,50,50,Tooth.TOOTH
80,3973,98.57732762460914,50,50,Tooth.TOOTH
81,4021,94.71087660621508,50,50,Tooth.TOOTH
82,4069,96.38071803185439,50,50,Tooth.TOOTH
83,4115,97.68731283727998,50,50,Tooth.TOOTH
84,4162,98.2120916328086,50,50,Tooth.TOOTH
85,4207,101.09606925180033,50,50,Tooth.TOOTH
86,4260,101.98870340943667,50,50,Tooth.TOOTH
87,4313,101.32367069251839,50,50,Tooth.TOOTH
88,4357,105.36765768175225,50,50,Tooth.GAP
89,4409,103.24701736944961,50,50,Tooth.TOOTH
90,4464,106.93617048319454,50,50,Tooth.TOOTH
