,x,y
0,1212,76
1,1163,78
2,1264,78
3,1311,79
4,1108,86
5,1364,92
6,1055,107
7,1421,118
8,1003,136
9,1464,140
10,959,164
11,1511,174
12,915,200
13,1556,214
14,1718,216
15,876,239
16,1598,250
17,843,274
18,1642,288
19,807,320
20,1675,325
21,776,361
22,1747,367
23,1705,368
24,743,401
25,722,444
26,1762,453
27,694,484
28,1790,502
29,670,535
30,1840,597
31,628,634
32,1869,644
33,605,680
34,1910,724
35,565,770
36,1931,772
37,549,815
38,1954,817
39,1971,859
40,525,860
41,507,904
42,2007,918
43,475,987
44,2045,1004
45,439,1078
46,2089,1091
47,402,1161
48,2129,1178
49,2152,1222
50,372,1244
51,2164,1264
52,360,1290
53,2188,1303
54,345,1334
55,2207,1345
56,326,1380
57,2230,1389
58,2248,1431
59,296,1466
60,2262,1476
61,2285,1521
62,2303,1566
63,2322,1608
64,2416,1643
65,220,1655
66,203,1699
67,2382,1744
68,2398,1789
69,2490,1831
70,2411,1834
71,2266,1867
72,769,1878
73,56,1885
