,x,y,w,h,type
89,125,1854,30,30,Tooth.TOOTH
90,133,1813,30,30,Tooth.TOOTH
91,150,1759,30,30,Tooth.TOOTH
92,170,1720,30,30,Tooth.TOOTH
0,186,1635,48,40,Tooth.TOOTH
1,188,1681,30,30,Tooth.GAP
2,215,1611,30,30,Tooth.GAP
3,219,1562,49,43,Tooth.TOOTH
4,236,1536,30,30,Tooth.GAP
5,245,1493,48,40,Tooth.TOOTH
6,266,1466,30,30,Tooth.TOOTH
7,286,1426,30,30,Tooth.TOOTH
8,289,1385,48,40,Tooth.TOOTH
9,311,1346,49,43,Tooth.TOOTH
10,329,1311,30,30,Tooth.TOOTH
11,338,1289,30,30,Tooth.GAP
12,355,1237,48,40,Tooth.TOOTH
13,371,1199,48,40,Tooth.TOOTH
14,390,1162,48,40,Tooth.TOOTH
15,411,1121,48,40,Tooth.TOOTH
16,428,1078,48,40,Tooth.TOOTH
17,449,1039,48,40,Tooth.TOOTH
18,469,1000,48,40,Tooth.TOOTH
19,492,952,48,40,Tooth.TOOTH
20,513,913,48,40,Tooth.TOOTH
21,539,869,49,43,Tooth.TOOTH
22,556,827,48,40,Tooth.TOOTH
23,584,783,49,43,Tooth.TOOTH
24,614,730,38,60,Tooth.TOOTH
25,628,693,48,40,Tooth.TOOTH
26,676,651,30,30,Tooth.TOOTH
27,700,622,30,30,Tooth.GAP
28,722,575,30,30,Tooth.TOOTH
29,751,510,38,60,Tooth.TOOTH
30,772,473,48,40,Tooth.TOOTH
31,807,434,49,43,Tooth.TOOTH
32,845,388,38,60,Tooth.TOOTH
33,886,366,30,30,Tooth.TOOTH
34,909,331,49,43,Tooth.TOOTH
35,944,312,30,30,Tooth.GAP
36,970,293,30,30,Tooth.GAP
37,999,254,49,43,Tooth.TOOTH
38,1049,222,38,60,Tooth.TOOTH
39,1094,201,38,60,Tooth.TOOTH
40,1145,187,38,60,Tooth.TOOTH
41,1184,179,48,40,Tooth.TOOTH
42,1235,183,49,43,Tooth.CENTER_T
43,1288,191,30,30,Tooth.GAP
44,1331,180,38,64,Tooth.TOOTH
45,1380,185,38,64,Tooth.TOOTH
46,1432,207,38,64,Tooth.TOOTH
47,1477,244,36,35,Tooth.TOOTH
48,1513,260,30,30,Tooth.GAP
86,1549,274,30,30,Tooth.TOOTH
87,1567,300,30,30,Tooth.GAP
49,1590,322,36,35,Tooth.TOOTH
50,1621,344,49,43,Tooth.TOOTH
51,1661,382,30,30,Tooth.GAP
52,1689,419,48,40,Tooth.TOOTH
53,1729,446,38,64,Tooth.TOOTH
54,1761,496,49,43,Tooth.TOOTH
55,1789,545,48,40,Tooth.TOOTH
56,1818,587,48,40,Tooth.TOOTH
57,1844,629,48,40,Tooth.TOOTH
58,1876,665,49,43,Tooth.TOOTH
59,1902,716,30,30,Tooth.GAP
60,1918,748,48,40,Tooth.TOOTH
61,1952,793,30,30,Tooth.TOOTH
62,1966,825,49,43,Tooth.TOOTH
88,1993,878,30,30,Tooth.TOOTH
63,2016,912,49,43,Tooth.TOOTH
64,2038,951,49,43,Tooth.TOOTH
65,2058,992,49,43,Tooth.TOOTH
66,2084,1029,49,43,Tooth.TOOTH
67,2095,1075,48,40,Tooth.TOOTH
68,2116,1110,48,40,Tooth.TOOTH
69,2132,1149,48,40,Tooth.TOOTH
70,2153,1185,48,40,Tooth.TOOTH
71,2179,1228,30,30,Tooth.GAP
72,2191,1259,48,40,Tooth.TOOTH
73,2222,1331,48,40,Tooth.TOOTH
74,2227,1299,30,30,Tooth.TOOTH
75,2240,1367,48,40,Tooth.TOOTH
76,2254,1404,48,40,Tooth.TOOTH
77,2273,1439,48,40,Tooth.TOOTH
78,2296,1474,30,30,Tooth.GAP
79,2302,1509,48,40,Tooth.TOOTH
80,2333,1556,30,30,Tooth.TOOTH
81,2335,1580,48,40,Tooth.TOOTH
82,2354,1615,48,40,Tooth.TOOTH
83,2370,1652,48,40,Tooth.TOOTH
84,2388,1690,48,40,Tooth.TOOTH
85,2413,1737,36,35,Tooth.TOOTH
