,Unnamed: 0,x,y,w,h,type
0,57,83,1847,30,30,Tooth.TOOTH
1,58,99,1804,30,30,Tooth.TOOTH
2,59,122,1760,30,30,Tooth.TOOTH
3,0,133,1716,30,30,Tooth.TOOTH
4,1,145,1677,30,30,Tooth.TOOTH
5,60,164,1642,30,30,Tooth.TOOTH
6,2,169,1607,30,30,Tooth.TOOTH
7,3,186,1571,30,30,Tooth.TOOTH
8,4,200,1535,30,30,Tooth.TOOTH
9,61,225,1500,30,30,Tooth.TOOTH
10,5,231,1465,30,30,Tooth.TOOTH
11,6,249,1429,30,30,Tooth.TOOTH
12,7,267,1391,30,30,Tooth.TOOTH
13,62,285,1360,30,30,Tooth.GAP
14,8,295,1321,30,30,Tooth.TOOTH
15,63,318,1279,30,30,Tooth.GAP
16,64,328,1244,30,30,Tooth.GAP
17,9,345,1210,30,30,Tooth.TOOTH
18,10,364,1173,30,30,Tooth.TOOTH
19,65,382,1132,30,30,Tooth.GAP
20,11,405,1090,30,30,Tooth.TOOTH
21,66,426,1050,30,30,Tooth.GAP
22,12,448,1010,30,30,Tooth.TOOTH
23,13,464,966,30,30,Tooth.TOOTH
24,67,487,920,30,30,Tooth.GAP
25,14,508,882,30,30,Tooth.TOOTH
26,68,529,843,30,30,Tooth.GAP
27,15,558,794,30,30,Tooth.TOOTH
28,16,579,749,30,30,Tooth.TOOTH
29,69,605,708,30,30,Tooth.GAP
30,17,632,663,30,30,Tooth.TOOTH
31,70,660,621,30,30,Tooth.TOOTH
32,18,681,574,30,30,Tooth.TOOTH
33,19,717,530,30,30,Tooth.TOOTH
34,71,754,494,30,30,Tooth.GAP
35,20,780,454,30,30,Tooth.TOOTH
36,21,813,405,30,30,Tooth.TOOTH
37,72,844,368,30,30,Tooth.GAP
38,22,882,342,30,30,Tooth.ERROR_T
39,23,930,298,30,30,Tooth.ERROR_T
40,24,970,266,30,30,Tooth.TOOTH
41,25,1020,238,30,30,Tooth.TOOTH
42,73,1060,220,30,30,Tooth.GAP
43,26,1115,209,30,30,Tooth.TOOTH
44,75,1163,201,30,30,Tooth.GAP
45,27,1209,199,30,30,Tooth.CENTER_T
46,74,1249,201,30,30,Tooth.GAP
47,28,1300,204,30,30,Tooth.TOOTH
48,76,1349,216,30,30,Tooth.GAP
49,29,1400,233,30,30,Tooth.TOOTH
50,30,1446,256,30,30,Tooth.TOOTH
51,77,1491,285,30,30,Tooth.ERROR_G
52,31,1552,333,30,30,Tooth.ERROR_T
53,32,1591,361,30,30,Tooth.TOOTH
54,33,1623,397,30,30,Tooth.TOOTH
55,34,1652,437,30,30,Tooth.ERROR_T
56,78,1696,482,30,30,Tooth.ERROR_G
57,35,1719,523,30,30,Tooth.TOOTH
58,36,1750,568,30,30,Tooth.TOOTH
59,79,1782,608,30,30,Tooth.GAP
60,37,1806,653,30,30,Tooth.TOOTH
61,38,1841,696,30,30,Tooth.TOOTH
62,39,1855,737,30,30,Tooth.TOOTH
63,40,1875,777,30,30,Tooth.TOOTH
64,80,1903,819,30,30,Tooth.GAP
65,41,1919,856,30,30,Tooth.TOOTH
66,42,1942,900,30,30,Tooth.TOOTH
67,81,1966,944,30,30,Tooth.GAP
68,82,1991,983,30,30,Tooth.GAP
69,43,2005,1027,30,30,Tooth.TOOTH
70,44,2033,1068,30,30,Tooth.TOOTH
71,45,2047,1105,30,30,Tooth.TOOTH
72,83,2065,1136,30,30,Tooth.GAP
73,46,2089,1177,30,30,Tooth.TOOTH
74,47,2103,1215,30,30,Tooth.TOOTH
75,48,2125,1254,30,30,Tooth.TOOTH
76,49,2143,1292,30,30,Tooth.TOOTH
77,84,2158,1322,30,30,Tooth.TOOTH
78,85,2173,1360,30,30,Tooth.TOOTH
79,50,2190,1398,30,30,Tooth.TOOTH
80,51,2204,1436,30,30,Tooth.TOOTH
81,86,2218,1476,30,30,Tooth.TOOTH
82,52,2235,1508,30,30,Tooth.TOOTH
83,53,2252,1544,30,30,Tooth.TOOTH
84,87,2267,1577,30,30,Tooth.GAP
85,54,2282,1615,30,30,Tooth.TOOTH
86,55,2296,1655,30,30,Tooth.TOOTH
87,88,2314,1684,30,30,Tooth.TOOTH
88,56,2339,1726,30,30,Tooth.TOOTH
89,91,2350,1765,30,30,Tooth.TOOTH
90,90,2369,1801,30,30,Tooth.TOOTH
91,89,2386,1857,30,30,Tooth.TOOTH
