,x,y,w,h,type
0,119,1846,38,60,Tooth.TOOTH
1,146,1799,64,44,Tooth.TOOTH
2,164,1759,68,44,Tooth.TOOTH
3,186,1712,64,44,Tooth.TOOTH
4,204,1671,68,44,Tooth.TOOTH
5,217,1627,68,44,Tooth.TOOTH
6,250,1536,68,44,Tooth.TOOTH
7,250,1580,30,30,Tooth.TOOTH
8,276,1475,64,44,Tooth.TOOTH
9,306,1426,30,30,Tooth.GAP
10,320,1356,53,48,Tooth.TOOTH
11,338,1318,68,44,Tooth.TOOTH
12,355,1277,68,44,Tooth.TOOTH
13,375,1238,30,30,Tooth.TOOTH
14,391,1189,64,44,Tooth.TOOTH
15,407,1147,68,44,Tooth.TOOTH
16,429,1106,68,44,Tooth.TOOTH
17,446,1062,68,44,Tooth.TOOTH
18,463,1021,68,44,Tooth.TOOTH
19,488,972,64,44,Tooth.TOOTH
20,514,931,30,30,Tooth.GAP
21,525,878,38,60,Tooth.TOOTH
22,544,843,68,44,Tooth.TOOTH
23,568,799,30,30,Tooth.GAP
24,590,740,38,60,Tooth.TOOTH
25,607,694,49,43,Tooth.TOOTH
26,642,649,30,30,Tooth.GAP
27,663,595,38,60,Tooth.TOOTH
28,684,551,49,43,Tooth.TOOTH
29,721,514,30,30,Tooth.GAP
30,740,467,49,43,Tooth.TOOTH
31,769,424,48,40,Tooth.TOOTH
32,809,397,30,30,Tooth.GAP
33,837,354,48,40,Tooth.TOOTH
34,885,320,30,30,Tooth.GAP
35,918,282,48,40,Tooth.TOOTH
36,972,252,36,35,Tooth.TOOTH
37,1024,233,36,35,Tooth.TOOTH
38,1072,208,48,40,Tooth.TOOTH
39,1125,214,30,30,Tooth.CENTER_G
40,1185,211,48,40,Tooth.TOOTH
41,1242,202,30,30,Tooth.GAP
42,1284,205,48,40,Tooth.TOOTH
43,1344,229,36,35,Tooth.TOOTH
44,1387,244,48,40,Tooth.TOOTH
45,1445,274,36,35,Tooth.TOOTH
46,1489,305,36,35,Tooth.TOOTH
47,1538,348,36,35,Tooth.TOOTH
48,1577,387,36,35,Tooth.TOOTH
49,1605,423,48,40,Tooth.TOOTH
50,1646,459,49,43,Tooth.TOOTH
51,1689,503,30,30,Tooth.GAP
52,1703,548,48,40,Tooth.TOOTH
53,1746,599,30,30,Tooth.GAP
54,1772,637,30,30,Tooth.GAP
55,1787,694,49,43,Tooth.TOOTH
56,1815,739,38,60,Tooth.TOOTH
57,1833,798,30,30,Tooth.GAP
58,1844,836,48,40,Tooth.TOOTH
59,1880,872,49,43,Tooth.TOOTH
60,1883,917,48,40,Tooth.TOOTH
61,1906,971,48,40,Tooth.TOOTH
62,1949,1011,36,35,Tooth.TOOTH
63,1972,1043,30,30,Tooth.TOOTH
64,1983,1137,36,35,Tooth.TOOTH
65,1986,1094,30,30,Tooth.TOOTH
66,2006,1175,30,30,Tooth.TOOTH
67,2020,1205,38,64,Tooth.TOOTH
68,2039,1268,36,35,Tooth.TOOTH
69,2074,1295,64,44,Tooth.TOOTH
70,2093,1337,64,44,Tooth.TOOTH
71,2110,1380,64,44,Tooth.TOOTH
72,2124,1421,49,43,Tooth.TOOTH
73,2146,1465,64,44,Tooth.TOOTH
74,2172,1514,30,30,Tooth.TOOTH
75,2181,1551,64,44,Tooth.TOOTH
76,2189,1598,30,30,Tooth.TOOTH
77,2203,1634,38,64,Tooth.TOOTH
78,2235,1682,30,30,Tooth.TOOTH
79,2250,1728,30,30,Tooth.TOOTH
80,2257,1763,38,64,Tooth.TOOTH
81,2288,1818,30,30,Tooth.TOOTH
82,2307,1851,38,60,Tooth.TOOTH
