,Unnamed: 0,x,y,w,h,type
0,0,136,1914,30,30,Tooth.GAP
1,1,141,1872,30,30,Tooth.GAP
2,2,159,1804,49,43,Tooth.TOOTH
3,3,177,1759,49,43,Tooth.TOOTH
4,4,203,1713,30,30,Tooth.GAP
5,5,212,1669,49,43,Tooth.TOOTH
6,6,230,1623,49,43,Tooth.TOOTH
7,7,247,1580,49,43,Tooth.TOOTH
8,8,264,1534,49,43,Tooth.TOOTH
9,9,283,1493,64,44,Tooth.TOOTH
10,10,297,1444,49,43,Tooth.TOOTH
11,11,318,1416,30,30,Tooth.GAP
12,12,341,1367,30,30,Tooth.TOOTH
13,13,357,1330,30,30,Tooth.TOOTH
14,14,368,1279,68,44,Tooth.TOOTH
15,15,385,1237,68,44,Tooth.TOOTH
16,16,401,1188,30,30,Tooth.TOOTH
17,17,430,1145,30,30,Tooth.TOOTH
18,18,433,1096,30,30,Tooth.TOOTH
19,19,451,1056,49,43,Tooth.TOOTH
20,20,480,1020,30,30,Tooth.TOOTH
21,21,484,979,30,30,Tooth.TOOTH
22,22,507,942,30,30,Tooth.TOOTH
23,23,532,891,30,30,Tooth.TOOTH
24,24,548,844,36,35,Tooth.TOOTH
25,25,554,791,48,40,Tooth.TOOTH
26,26,586,741,30,30,Tooth.TOOTH
27,27,601,702,30,30,Tooth.TOOTH
28,28,627,653,49,43,Tooth.TOOTH
29,29,650,606,49,43,Tooth.TOOTH
30,30,677,554,49,43,Tooth.TOOTH
31,31,705,522,30,30,Tooth.TOOTH
32,32,727,471,49,43,Tooth.TOOTH
33,33,765,423,30,30,Tooth.GAP
34,34,793,374,38,64,Tooth.TOOTH
35,35,830,339,30,30,Tooth.TOOTH
36,36,862,311,30,30,Tooth.TOOTH
37,37,891,283,30,30,Tooth.TOOTH
38,38,937,235,30,30,Tooth.TOOTH
39,39,970,207,48,40,Tooth.TOOTH
40,40,1022,181,48,40,Tooth.TOOTH
41,41,1078,154,46,53,Tooth.TOOTH
42,42,1138,158,49,43,Tooth.CENTER_T
43,43,1213,172,30,30,Tooth.GAP
44,44,1247,153,38,60,Tooth.TOOTH
45,45,1294,149,38,64,Tooth.TOOTH
46,46,1343,169,48,40,Tooth.TOOTH
47,47,1393,190,48,40,Tooth.TOOTH
48,48,1443,216,48,40,Tooth.TOOTH
49,49,1488,247,48,40,Tooth.TOOTH
50,50,1544,286,30,30,Tooth.GAP
51,51,1571,325,48,40,Tooth.TOOTH
52,52,1620,367,36,35,Tooth.TOOTH
53,53,1655,399,30,30,Tooth.GAP
54,54,1677,442,48,40,Tooth.TOOTH
55,55,1727,489,30,30,Tooth.TOOTH
56,56,1737,527,48,40,Tooth.TOOTH
57,57,1767,570,46,53,Tooth.TOOTH
58,58,1806,636,30,30,Tooth.TOOTH
59,59,1821,672,49,43,Tooth.TOOTH
60,60,1847,712,30,30,Tooth.TOOTH
61,61,1866,755,48,40,Tooth.TOOTH
62,62,1893,793,30,30,Tooth.TOOTH
63,63,1908,841,64,44,Tooth.TOOTH
64,64,1943,890,30,30,Tooth.TOOTH
65,65,1945,929,48,40,Tooth.TOOTH
66,66,1982,992,48,40,Tooth.TOOTH
67,67,1983,962,30,30,Tooth.TOOTH
68,68,1999,1036,48,40,Tooth.TOOTH
69,69,2024,1077,49,43,Tooth.TOOTH
70,70,2044,1120,49,43,Tooth.TOOTH
71,71,2069,1172,30,30,Tooth.TOOTH
72,72,2081,1206,48,40,Tooth.TOOTH
73,73,2100,1252,48,40,Tooth.TOOTH
74,74,2130,1293,30,30,Tooth.TOOTH
75,75,2140,1332,49,43,Tooth.TOOTH
76,76,2158,1374,48,40,Tooth.TOOTH
77,77,2184,1412,49,43,Tooth.TOOTH
78,78,2200,1461,49,43,Tooth.TOOTH
79,79,2214,1503,48,40,Tooth.TOOTH
80,80,2229,1547,48,40,Tooth.TOOTH
81,81,2250,1591,48,40,Tooth.TOOTH
82,82,2277,1635,30,30,Tooth.TOOTH
83,83,2288,1676,48,40,Tooth.TOOTH
84,84,2313,1722,49,43,Tooth.TOOTH
85,85,2324,1766,48,40,Tooth.TOOTH
86,86,2348,1811,48,40,Tooth.TOOTH
87,87,2376,1866,30,30,Tooth.TOOTH
88,88,2402,1901,30,30,Tooth.TOOTH
