,Unnamed: 0,x,y,w,h,type
0,0,134,1911,30,30,Tooth.TOOTH
1,1,152,1861,36,35,Tooth.TOOTH
2,2,177,1823,30,30,Tooth.TOOTH
3,3,193,1768,36,35,Tooth.TOOTH
4,4,215,1740,30,30,Tooth.GAP
5,5,236,1681,36,35,Tooth.TOOTH
6,6,257,1634,36,35,Tooth.TOOTH
7,7,277,1604,30,30,Tooth.TOOTH
8,8,288,1543,48,40,Tooth.TOOTH
9,9,315,1514,30,30,Tooth.TOOTH
10,10,334,1461,36,35,Tooth.TOOTH
11,11,356,1425,30,30,Tooth.TOOTH
12,12,376,1374,30,30,Tooth.TOOTH
13,13,394,1323,49,43,Tooth.TOOTH
14,14,410,1281,30,30,Tooth.TOOTH
15,15,425,1255,30,30,Tooth.TOOTH
16,16,441,1198,48,40,Tooth.TOOTH
17,17,462,1159,30,30,Tooth.TOOTH
18,18,489,1125,30,30,Tooth.TOOTH
19,19,509,1075,36,35,Tooth.TOOTH
20,20,522,1032,36,35,Tooth.TOOTH
21,21,539,989,48,40,Tooth.TOOTH
22,22,568,950,30,30,Tooth.GAP
23,23,584,905,48,40,Tooth.TOOTH
24,24,602,863,48,40,Tooth.TOOTH
25,25,628,817,44,44,Tooth.TOOTH
26,26,660,780,30,30,Tooth.TOOTH
27,27,675,731,48,40,Tooth.TOOTH
28,28,700,688,30,30,Tooth.TOOTH
29,29,724,635,48,40,Tooth.TOOTH
30,30,777,585,30,30,Tooth.TOOTH
31,31,795,552,30,30,Tooth.TOOTH
32,32,820,515,30,30,Tooth.TOOTH
33,33,840,463,48,40,Tooth.TOOTH
34,34,876,421,48,40,Tooth.TOOTH
35,35,911,385,48,40,Tooth.TOOTH
36,36,969,352,30,30,Tooth.GAP
37,37,1005,318,36,35,Tooth.TOOTH
38,38,1036,280,48,40,Tooth.TOOTH
39,39,1109,256,30,30,Tooth.TOOTH
40,40,1155,227,30,30,Tooth.TOOTH
41,41,1185,217,36,35,Tooth.TOOTH
42,42,1219,219,30,30,Tooth.GAP
43,86,1257,210,30,30,Tooth.CENTER_T
44,43,1309,214,30,30,Tooth.GAP
45,44,1350,208,38,60,Tooth.TOOTH
46,45,1396,216,48,40,Tooth.TOOTH
47,46,1451,224,38,60,Tooth.TOOTH
48,47,1500,245,38,60,Tooth.TOOTH
49,48,1538,272,48,40,Tooth.TOOTH
50,49,1581,305,48,40,Tooth.TOOTH
51,50,1643,348,30,30,Tooth.GAP
52,51,1677,382,48,40,Tooth.TOOTH
53,52,1725,423,36,35,Tooth.TOOTH
54,53,1751,460,48,40,Tooth.TOOTH
55,54,1781,498,48,40,Tooth.TOOTH
56,55,1815,540,48,40,Tooth.TOOTH
57,56,1842,586,48,40,Tooth.TOOTH
58,57,1873,634,48,40,Tooth.TOOTH
59,58,1899,682,48,40,Tooth.TOOTH
60,59,1925,729,48,40,Tooth.TOOTH
61,60,1952,773,48,40,Tooth.TOOTH
62,61,1986,817,36,35,Tooth.TOOTH
63,62,2004,848,30,30,Tooth.TOOTH
64,63,2009,898,48,40,Tooth.TOOTH
65,64,2036,943,30,30,Tooth.GAP
66,65,2064,994,30,30,Tooth.TOOTH
67,66,2101,1037,30,30,Tooth.TOOTH
68,67,2119,1079,30,30,Tooth.TOOTH
69,68,2127,1135,48,40,Tooth.TOOTH
70,69,2141,1175,48,40,Tooth.TOOTH
71,70,2164,1224,48,40,Tooth.TOOTH
72,71,2184,1265,48,40,Tooth.TOOTH
73,72,2203,1311,48,40,Tooth.TOOTH
74,73,2221,1351,48,40,Tooth.TOOTH
75,74,2240,1390,48,40,Tooth.TOOTH
76,75,2261,1432,48,40,Tooth.TOOTH
77,76,2306,1482,30,30,Tooth.GAP
78,77,2312,1515,30,30,Tooth.TOOTH
79,78,2317,1561,48,40,Tooth.TOOTH
80,79,2329,1605,48,40,Tooth.TOOTH
81,80,2361,1656,30,30,Tooth.TOOTH
82,81,2385,1699,30,30,Tooth.GAP
83,85,2397,1739,30,30,Tooth.CENTER_T
84,82,2405,1776,48,40,Tooth.TOOTH
85,83,2433,1828,36,35,Tooth.TOOTH
86,84,2457,1872,36,35,Tooth.TOOTH
