,Unnamed: 0,x,y,w,h,type
0,0,98,1878,38,64,Tooth.TOOTH
1,1,138,1787,64,44,Tooth.TOOTH
2,2,139,1831,30,30,Tooth.TOOTH
3,3,157,1754,30,30,Tooth.TOOTH
4,4,188,1710,30,30,Tooth.TOOTH
5,5,207,1674,30,30,Tooth.TOOTH
6,6,209,1612,48,40,Tooth.TOOTH
7,7,236,1575,68,44,Tooth.TOOTH
8,8,258,1531,30,30,Tooth.GAP
9,9,273,1478,64,44,Tooth.TOOTH
10,10,311,1434,30,30,Tooth.GAP
11,11,341,1380,48,40,Tooth.TOOTH
12,12,362,1343,30,30,Tooth.TOOTH
13,13,368,1315,30,30,Tooth.TOOTH
14,14,373,1272,68,44,Tooth.TOOTH
15,15,393,1240,30,30,Tooth.GAP
16,16,412,1185,64,44,Tooth.TOOTH
17,17,440,1141,30,30,Tooth.GAP
18,18,448,1090,38,60,Tooth.TOOTH
19,19,475,1061,30,30,Tooth.GAP
20,20,485,1000,38,60,Tooth.TOOTH
21,21,518,969,30,30,Tooth.GAP
22,22,535,919,38,60,Tooth.TOOTH
23,23,549,875,53,48,Tooth.TOOTH
24,24,588,843,30,30,Tooth.TOOTH
25,25,591,791,49,43,Tooth.TOOTH
26,26,615,747,49,43,Tooth.TOOTH
27,27,642,702,49,43,Tooth.TOOTH
28,28,665,656,49,43,Tooth.TOOTH
29,29,698,622,30,30,Tooth.TOOTH
30,30,715,560,48,40,Tooth.TOOTH
31,31,743,517,48,40,Tooth.TOOTH
32,32,776,475,49,43,Tooth.TOOTH
33,33,815,426,30,30,Tooth.TOOTH
34,34,848,397,36,35,Tooth.TOOTH
35,35,888,365,30,30,Tooth.GAP
36,36,919,328,36,35,Tooth.TOOTH
37,37,957,292,36,35,Tooth.TOOTH
38,38,994,256,48,40,Tooth.TOOTH
39,39,1040,220,48,40,Tooth.TOOTH
40,40,1106,201,30,30,Tooth.GAP
41,41,1159,176,38,60,Tooth.CENTER_T
42,42,1204,180,48,40,Tooth.TOOTH
43,43,1269,189,49,43,Tooth.TOOTH
44,44,1321,179,38,64,Tooth.TOOTH
45,45,1362,190,48,40,Tooth.TOOTH
46,46,1431,214,30,30,Tooth.GAP
47,47,1472,236,36,35,Tooth.TOOTH
48,48,1524,267,36,35,Tooth.TOOTH
49,49,1564,297,36,35,Tooth.TOOTH
50,50,1610,342,36,35,Tooth.TOOTH
51,51,1660,367,30,30,Tooth.GAP
52,52,1685,424,36,35,Tooth.TOOTH
53,53,1709,459,48,40,Tooth.TOOTH
54,54,1738,501,48,40,Tooth.TOOTH
55,55,1768,546,48,40,Tooth.TOOTH
56,56,1794,593,48,40,Tooth.TOOTH
57,57,1825,640,49,43,Tooth.TOOTH
58,58,1848,692,49,43,Tooth.TOOTH
59,59,1869,740,48,40,Tooth.TOOTH
60,60,1882,791,48,40,Tooth.TOOTH
61,61,1914,832,30,30,Tooth.GAP
62,62,1934,875,48,40,Tooth.TOOTH
63,63,1934,919,48,40,Tooth.TOOTH
64,64,1971,969,30,30,Tooth.GAP
65,65,1989,1010,30,30,Tooth.GAP
66,66,2013,1048,30,30,Tooth.TOOTH
67,67,2022,1085,30,30,Tooth.GAP
68,68,2040,1119,38,60,Tooth.TOOTH
69,69,2059,1179,30,30,Tooth.GAP
70,70,2075,1204,38,60,Tooth.TOOTH
71,71,2102,1261,30,30,Tooth.GAP
72,72,2111,1297,30,30,Tooth.TOOTH
73,73,2132,1342,30,30,Tooth.GAP
74,74,2143,1384,64,44,Tooth.TOOTH
75,75,2176,1472,64,44,Tooth.TOOTH
76,76,2181,1441,30,30,Tooth.TOOTH
77,77,2185,1516,49,43,Tooth.TOOTH
78,78,2211,1565,30,30,Tooth.GAP
79,79,2220,1616,36,35,Tooth.TOOTH
80,80,2238,1649,49,43,Tooth.TOOTH
81,81,2266,1707,30,30,Tooth.TOOTH
82,82,2289,1746,30,30,Tooth.TOOTH
83,83,2301,1840,36,35,Tooth.TOOTH
84,84,2308,1787,30,30,Tooth.GAP
85,85,2333,1877,30,30,Tooth.GAP
86,86,2344,1900,30,30,Tooth.TOOTH
