,Unnamed: 0,x,y,w,h,type
0,0,339,1877,48,40,Tooth.TOOTH
1,1,363,1829,49,43,Tooth.TOOTH
2,2,377,1784,49,43,Tooth.TOOTH
3,3,390,1742,48,40,Tooth.TOOTH
4,4,411,1700,49,43,Tooth.TOOTH
5,5,434,1652,49,43,Tooth.TOOTH
6,6,456,1615,30,30,Tooth.GAP
7,7,464,1569,49,43,Tooth.TOOTH
8,8,482,1526,49,43,Tooth.TOOTH
9,9,509,1491,30,30,Tooth.TOOTH
10,10,519,1441,49,43,Tooth.TOOTH
11,11,536,1396,49,43,Tooth.TOOTH
12,12,552,1356,48,40,Tooth.TOOTH
13,13,571,1311,49,43,Tooth.TOOTH
14,14,589,1271,48,40,Tooth.TOOTH
15,15,614,1225,49,43,Tooth.TOOTH
16,16,630,1186,48,40,Tooth.TOOTH
17,17,661,1141,30,30,Tooth.GAP
18,18,681,1104,30,30,Tooth.TOOTH
19,19,695,1070,30,30,Tooth.TOOTH
20,20,730,1009,30,30,Tooth.GAP
21,21,742,958,49,43,Tooth.TOOTH
22,22,764,909,49,43,Tooth.TOOTH
23,23,795,859,30,30,Tooth.GAP
24,24,818,817,49,43,Tooth.TOOTH
25,25,858,784,30,30,Tooth.TOOTH
26,26,885,745,30,30,Tooth.TOOTH
27,27,924,689,30,30,Tooth.TOOTH
28,28,958,658,30,30,Tooth.TOOTH
29,29,980,626,30,30,Tooth.TOOTH
30,30,1029,586,30,30,Tooth.TOOTH
31,31,1064,558,30,30,Tooth.GAP
32,32,1104,526,36,35,Tooth.TOOTH
33,33,1156,494,30,30,Tooth.TOOTH
34,72,1221,482,30,30,Tooth.TOOTH
35,34,1261,479,30,30,Tooth.CENTER_T
36,35,1313,472,48,40,Tooth.TOOTH
37,71,1374,477,30,30,Tooth.TOOTH
38,36,1416,477,48,40,Tooth.TOOTH
39,37,1469,491,48,40,Tooth.TOOTH
40,38,1531,517,36,35,Tooth.TOOTH
41,39,1577,538,30,30,Tooth.GAP
42,40,1620,576,36,35,Tooth.TOOTH
43,41,1665,620,36,35,Tooth.TOOTH
44,42,1707,654,30,30,Tooth.TOOTH
45,43,1741,695,36,35,Tooth.TOOTH
46,44,1783,739,30,30,Tooth.TOOTH
47,45,1802,769,49,43,Tooth.TOOTH
48,46,1826,814,48,40,Tooth.TOOTH
49,47,1859,866,30,30,Tooth.GAP
50,48,1883,908,49,43,Tooth.TOOTH
51,49,1905,956,48,40,Tooth.TOOTH
52,50,1938,1012,30,30,Tooth.GAP
53,51,1948,1055,48,40,Tooth.TOOTH
54,52,1986,1102,30,30,Tooth.GAP
55,73,1997,1135,30,30,Tooth.TOOTH
56,53,2015,1173,49,43,Tooth.TOOTH
57,54,2036,1223,48,40,Tooth.TOOTH
58,55,2049,1267,48,40,Tooth.TOOTH
59,56,2084,1331,48,40,Tooth.TOOTH
60,57,2085,1303,30,30,Tooth.TOOTH
61,58,2102,1375,48,40,Tooth.TOOTH
62,59,2123,1417,48,40,Tooth.TOOTH
63,60,2142,1462,49,43,Tooth.TOOTH
64,61,2160,1506,49,43,Tooth.TOOTH
65,62,2179,1549,49,43,Tooth.TOOTH
66,63,2199,1595,64,44,Tooth.TOOTH
67,64,2218,1634,38,60,Tooth.TOOTH
68,65,2233,1690,30,30,Tooth.GAP
69,66,2248,1717,49,43,Tooth.TOOTH
70,67,2257,1762,49,43,Tooth.TOOTH
71,68,2282,1807,38,60,Tooth.TOOTH
72,69,2313,1870,30,30,Tooth.TOOTH
73,70,2326,1899,30,30,Tooth.TOOTH
