,Unnamed: 0,x,y,w,h,type
0,0,136,1903,30,30,Tooth.GAP
1,1,150,1855,30,30,Tooth.TOOTH
2,2,155,1810,30,30,Tooth.TOOTH
3,3,171,1780,30,30,Tooth.TOOTH
4,4,192,1746,30,30,Tooth.TOOTH
5,5,209,1690,30,30,Tooth.GAP
6,6,222,1631,38,64,Tooth.TOOTH
7,7,245,1603,30,30,Tooth.TOOTH
8,8,258,1549,53,48,Tooth.TOOTH
9,9,271,1505,64,44,Tooth.TOOTH
10,10,293,1455,30,30,Tooth.TOOTH
11,11,340,1403,38,60,Tooth.TOOTH
12,12,345,1353,30,30,Tooth.TOOTH
13,13,359,1311,30,30,Tooth.TOOTH
14,14,362,1249,64,44,Tooth.TOOTH
15,15,364,1199,48,40,Tooth.TOOTH
16,16,400,1166,30,30,Tooth.TOOTH
17,17,429,1124,30,30,Tooth.TOOTH
18,18,435,1091,30,30,Tooth.TOOTH
19,19,437,1029,68,44,Tooth.TOOTH
20,20,466,992,30,30,Tooth.TOOTH
21,21,478,934,38,60,Tooth.TOOTH
22,22,506,908,30,30,Tooth.GAP
23,23,519,852,38,60,Tooth.TOOTH
24,24,535,806,30,30,Tooth.TOOTH
25,25,555,756,30,30,Tooth.GAP
26,26,576,715,30,30,Tooth.TOOTH
27,27,601,679,30,30,Tooth.TOOTH
28,28,604,626,49,43,Tooth.TOOTH
29,29,635,569,38,60,Tooth.TOOTH
30,30,659,534,68,44,Tooth.TOOTH
31,31,675,488,53,48,Tooth.TOOTH
32,32,706,436,49,43,Tooth.TOOTH
33,33,752,400,30,30,Tooth.TOOTH
34,34,770,360,30,30,Tooth.GAP
35,35,797,321,48,40,Tooth.TOOTH
36,36,838,290,30,30,Tooth.GAP
37,37,879,246,64,44,Tooth.TOOTH
38,38,936,212,30,30,Tooth.TOOTH
39,39,973,192,36,35,Tooth.TOOTH
40,40,1023,176,30,30,Tooth.TOOTH
41,41,1065,170,30,30,Tooth.TOOTH
42,42,1135,171,30,30,Tooth.CENTER_T
43,43,1185,166,36,35,Tooth.TOOTH
44,44,1239,154,38,60,Tooth.TOOTH
45,45,1293,180,30,30,Tooth.TOOTH
46,46,1336,189,48,40,Tooth.TOOTH
47,47,1399,224,30,30,Tooth.TOOTH
48,48,1443,261,30,30,Tooth.GAP
49,49,1479,281,48,40,Tooth.TOOTH
50,50,1520,316,48,40,Tooth.TOOTH
51,51,1560,352,48,40,Tooth.TOOTH
52,52,1600,389,49,43,Tooth.TOOTH
53,53,1630,430,48,40,Tooth.TOOTH
54,54,1668,466,38,60,Tooth.TOOTH
55,55,1698,510,38,60,Tooth.TOOTH
56,56,1721,565,48,40,Tooth.TOOTH
57,57,1757,602,38,60,Tooth.TOOTH
58,58,1788,649,38,60,Tooth.TOOTH
59,59,1810,707,30,30,Tooth.GAP
60,60,1820,738,48,40,Tooth.TOOTH
61,61,1859,773,38,60,Tooth.TOOTH
62,62,1888,820,30,30,Tooth.GAP
63,63,1895,854,38,64,Tooth.TOOTH
64,64,1930,902,30,30,Tooth.TOOTH
65,65,1953,935,30,30,Tooth.TOOTH
66,66,1972,971,30,30,Tooth.TOOTH
67,67,1988,1009,64,44,Tooth.TOOTH
68,68,2014,1061,30,30,Tooth.TOOTH
69,69,2030,1089,30,30,Tooth.TOOTH
70,70,2043,1134,48,40,Tooth.TOOTH
71,71,2063,1192,36,35,Tooth.TOOTH
72,72,2096,1223,30,30,Tooth.TOOTH
73,73,2119,1248,30,30,Tooth.TOOTH
74,74,2136,1295,38,60,Tooth.TOOTH
75,75,2164,1336,30,30,Tooth.GAP
76,76,2166,1375,38,64,Tooth.TOOTH
77,77,2209,1425,30,30,Tooth.TOOTH
78,78,2223,1455,30,30,Tooth.TOOTH
79,79,2245,1497,38,60,Tooth.TOOTH
80,80,2275,1546,30,30,Tooth.GAP
81,81,2291,1598,30,30,Tooth.TOOTH
82,82,2313,1632,30,30,Tooth.TOOTH
83,83,2333,1678,30,30,Tooth.TOOTH
84,84,2351,1708,38,60,Tooth.TOOTH
85,85,2377,1766,30,30,Tooth.GAP
86,86,2394,1799,64,44,Tooth.TOOTH
87,87,2414,1841,38,60,Tooth.TOOTH
88,88,2445,1900,30,30,Tooth.GAP
