,Unnamed: 0,x,y,w,h,type
0,0,251,1723,30,30,Tooth.TOOTH
1,1,264,1683,30,30,Tooth.TOOTH
2,59,281,1650,30,30,Tooth.TOOTH
3,2,292,1610,30,30,Tooth.TOOTH
4,60,308,1572,30,30,Tooth.TOOTH
5,3,320,1540,30,30,Tooth.TOOTH
6,61,333,1500,30,30,Tooth.TOOTH
7,4,345,1469,30,30,Tooth.TOOTH
8,62,366,1430,30,30,Tooth.TOOTH
9,5,375,1398,30,30,Tooth.TOOTH
10,6,391,1361,30,30,Tooth.TOOTH
11,7,408,1323,30,30,Tooth.TOOTH
12,8,423,1286,30,30,Tooth.TOOTH
13,9,439,1250,30,30,Tooth.TOOTH
14,10,453,1212,30,30,Tooth.TOOTH
15,11,472,1174,30,30,Tooth.TOOTH
16,12,492,1133,30,30,Tooth.TOOTH
17,13,509,1090,30,30,Tooth.TOOTH
18,14,529,1051,30,30,Tooth.TOOTH
19,15,548,1013,30,30,Tooth.TOOTH
20,16,569,966,30,30,Tooth.TOOTH
21,17,590,925,30,30,Tooth.TOOTH
22,18,610,883,30,30,Tooth.TOOTH
23,63,629,838,30,30,Tooth.GAP
24,19,652,795,30,30,Tooth.TOOTH
25,20,676,744,30,30,Tooth.TOOTH
26,64,701,695,30,30,Tooth.GAP
27,21,724,661,30,30,Tooth.TOOTH
28,22,750,615,30,30,Tooth.TOOTH
29,23,777,573,30,30,Tooth.TOOTH
30,65,812,528,30,30,Tooth.TOOTH
31,24,839,479,30,30,Tooth.TOOTH
32,25,870,443,30,30,Tooth.ERROR_T
33,26,906,395,30,30,Tooth.ERROR_T
34,66,936,370,30,30,Tooth.GAP
35,27,970,340,30,30,Tooth.ERROR_T
36,67,1019,295,30,30,Tooth.ERROR_T
37,28,1055,262,30,30,Tooth.TOOTH
38,29,1102,235,30,30,Tooth.TOOTH
39,68,1145,214,30,30,Tooth.ERROR_G
40,30,1202,200,30,30,Tooth.ERROR_T
41,31,1249,191,30,30,Tooth.TOOTH
42,32,1294,191,30,30,Tooth.CENTER_T
43,33,1342,194,30,30,Tooth.TOOTH
44,34,1391,201,30,30,Tooth.TOOTH
45,69,1439,222,30,30,Tooth.GAP
46,35,1488,226,30,30,Tooth.TOOTH
47,36,1539,249,30,30,Tooth.TOOTH
48,37,1589,279,30,30,Tooth.ERROR_T
49,38,1638,325,30,30,Tooth.ERROR_T
50,39,1680,345,30,30,Tooth.TOOTH
51,40,1712,386,30,30,Tooth.ERROR_T
52,41,1748,434,30,30,Tooth.ERROR_T
53,70,1778,468,30,30,Tooth.GAP
54,42,1815,514,30,30,Tooth.TOOTH
55,43,1848,562,30,30,Tooth.TOOTH
56,71,1873,596,30,30,Tooth.TOOTH
57,44,1896,638,30,30,Tooth.TOOTH
58,72,1924,679,30,30,Tooth.TOOTH
59,73,1945,715,30,30,Tooth.TOOTH
60,74,1976,766,30,30,Tooth.TOOTH
61,78,1993,805,30,30,Tooth.GAP
62,75,2017,839,30,30,Tooth.TOOTH
63,76,2037,888,30,30,Tooth.TOOTH
64,77,2060,929,30,30,Tooth.GAP
65,79,2080,972,30,30,Tooth.TOOTH
66,80,2098,1009,30,30,Tooth.TOOTH
67,81,2117,1049,30,30,Tooth.TOOTH
68,45,2141,1086,30,30,Tooth.TOOTH
69,82,2162,1126,30,30,Tooth.GAP
70,46,2180,1160,30,30,Tooth.TOOTH
71,47,2204,1196,30,30,Tooth.TOOTH
72,83,2220,1232,30,30,Tooth.TOOTH
73,48,2237,1269,30,30,Tooth.TOOTH
74,84,2253,1299,30,30,Tooth.TOOTH
75,49,2268,1343,30,30,Tooth.TOOTH
76,50,2292,1378,30,30,Tooth.TOOTH
77,85,2304,1416,30,30,Tooth.TOOTH
78,51,2318,1449,30,30,Tooth.TOOTH
79,86,2332,1484,30,30,Tooth.TOOTH
80,52,2347,1522,30,30,Tooth.TOOTH
81,87,2364,1561,30,30,Tooth.TOOTH
82,53,2380,1593,30,30,Tooth.TOOTH
83,88,2393,1630,30,30,Tooth.GAP
84,54,2412,1667,30,30,Tooth.TOOTH
85,55,2430,1705,30,30,Tooth.TOOTH
86,56,2444,1745,30,30,Tooth.TOOTH
87,57,2464,1788,30,30,Tooth.TOOTH
88,58,2482,1836,30,30,Tooth.TOOTH
