,x,y,w,h,type
0,111,99.2978404496589,30,30,Tooth.TOOTH
1,163,99.58900012757725,30,30,Tooth.TOOTH
2,209,99.55043401917881,30,30,Tooth.TOOTH
3,248,102.02468593275634,30,30,Tooth.TOOTH
4,288,104.92549719777875,30,30,Tooth.GAP
5,326,95.47133251844177,30,30,Tooth.TOOTH
6,374,101.31088705392374,30,30,Tooth.GAP
7,406,99.71097792059415,30,30,Tooth.TOOTH
8,442,98.27870427352991,30,30,Tooth.GAP
9,479,97.64232746627296,30,30,Tooth.TOOTH
10,519,97.50344631166121,30,30,Tooth.TOOTH
11,559,98.52246170783881,30,30,Tooth.TOOTH
12,598,97.55205946543906,30,30,Tooth.TOOTH
13,648,103.53310293757986,30,30,Tooth.TOOTH
14,682,106.92014304876069,30,30,Tooth.TOOTH
15,720,99.12248100534744,30,30,Tooth.TOOTH
16,762,97.94886250311714,30,30,Tooth.TOOTH
17,804,100.10649064998253,30,30,Tooth.TOOTH
18,849,99.80574254501201,30,30,Tooth.GAP
19,899,101.9168183206644,30,30,Tooth.TOOTH
20,945,104.5478021652786,30,30,Tooth.TOOTH
21,987,101.05888304208148,30,30,Tooth.TOOTH
22,1037,101.12200630123851,30,30,Tooth.TOOTH
23,1081,103.55827276877328,30,30,Tooth.GAP
24,1136,105.1318495401435,30,30,Tooth.TOOTH
25,1182,98.05656528348364,30,30,Tooth.TOOTH
26,1233,96.3834841636126,30,30,Tooth.GAP
27,1286,98.30102656361866,30,30,Tooth.TOOTH
28,1334,101.7198441695653,30,30,Tooth.TOOTH
29,1384,93.88180738959608,30,30,Tooth.TOOTH
30,1439,97.89434370244672,30,30,Tooth.TOOTH
31,1490,96.37378628559348,30,30,Tooth.TOOTH
32,1545,91.28383789013694,30,30,Tooth.TOOTH
33,1599,91.88295074753444,30,30,Tooth.TOOTH
34,1650,98.97373512716675,30,30,Tooth.GAP
35,1698,94.22767008151943,30,30,Tooth.TOOTH
36,1749,101.91854230424468,30,30,Tooth.TOOTH
37,1793,99.78406164810949,30,30,Tooth.ERROR_T
38,1865,92.00657006659105,30,30,Tooth.ERROR_T
39,1915,97.73796207124957,30,30,Tooth.TOOTH
40,1970,101.09660767429943,30,30,Tooth.TOOTH
41,2018,106.41509468384265,30,30,Tooth.TOOTH
42,2072,110.35161685488735,30,30,Tooth.TOOTH
43,2122,110.53735233424135,30,30,Tooth.TOOTH
44,2167,120.22160763297016,30,30,Tooth.CENTER_G
45,2219,116.57731634577141,30,30,Tooth.TOOTH
46,2266,112.93506870032788,30,30,Tooth.TOOTH
47,2315,109.7432170755583,30,30,Tooth.TOOTH
48,2374,105.81415095363877,30,30,Tooth.ERROR_T
49,2436,103.50971099899144,30,30,Tooth.ERROR_G
50,2489,97.56451206944116,30,30,Tooth.ERROR_T
51,2555,97.77513750427985,30,30,Tooth.ERROR_T
52,2603,93.83940394195247,30,30,Tooth.TOOTH
53,2654,85.54396555302878,30,30,Tooth.TOOTH
54,2704,93.06579181879937,30,30,Tooth.TOOTH
55,2758,88.38333555448601,30,30,Tooth.TOOTH
56,2811,94.40586081262505,30,30,Tooth.TOOTH
57,2863,92.0595635985115,30,30,Tooth.GAP
58,2920,95.97605180315722,30,30,Tooth.TOOTH
59,2969,101.31735578000567,30,30,Tooth.TOOTH
60,3016,92.58957812159699,30,30,Tooth.TOOTH
61,3066,100.46141421459302,30,30,Tooth.TOOTH
62,3113,102.51426212842948,30,30,Tooth.TOOTH
63,3156,95.70691525550089,30,30,Tooth.TOOTH
64,3201,104.64119730549243,30,30,Tooth.TOOTH
65,3256,98.54115434378107,30,30,Tooth.TOOTH
66,3303,105.15866310394932,30,30,Tooth.TOOTH
67,3360,100.17900632843494,30,30,Tooth.TOOTH
68,3398,102.35019813268806,30,30,Tooth.GAP
69,3442,104.19560877259413,30,30,Tooth.TOOTH
70,3485,105.7633711146213,30,30,Tooth.TOOTH
71,3533,99.75575412568325,30,30,Tooth.TOOTH
72,3569,103.20478848303495,30,30,Tooth.TOOTH
73,3611,104.9121342211508,30,30,Tooth.TOOTH
74,3653,102.83553300882092,30,30,Tooth.TOOTH
75,3694,96.08091197386882,30,30,Tooth.TOOTH
76,3736,99.37718328832557,30,30,Tooth.TOOTH
77,3783,101.30577961110384,30,30,Tooth.TOOTH
78,3823,103.0181906346198,30,30,Tooth.ERROR_T
79,3852,102.52532996987213,30,30,Tooth.ERROR_T
80,3893,99.89137276462472,30,30,Tooth.GAP
81,3932,103.41552484594185,30,30,Tooth.TOOTH
82,3970,97.11988520241353,30,30,Tooth.TOOTH
83,4011,101.12826021761124,30,30,Tooth.TOOTH
84,4050,101.64481179757249,30,30,Tooth.TOOTH
85,4090,99.62651491108252,30,30,Tooth.TOOTH
86,4131,99.70896550647696,30,30,Tooth.TOOTH
87,4173,93.71694935417352,30,30,Tooth.TOOTH
88,4217,95.57233867561982,30,30,Tooth.TOOTH
