,Unnamed: 0,x,y,w,h,type
0,0,119,1846,38,60,Tooth.TOOTH
1,1,146,1799,64,44,Tooth.TOOTH
2,2,164,1759,68,44,Tooth.TOOTH
3,3,186,1712,64,44,Tooth.TOOTH
4,4,204,1671,68,44,Tooth.TOOTH
5,5,217,1627,68,44,Tooth.TOOTH
6,81,241,1592,30,30,Tooth.TOOTH
7,6,250,1536,68,44,Tooth.TOOTH
8,7,276,1475,64,44,Tooth.TOOTH
9,80,315,1420,30,30,Tooth.GAP
10,8,320,1356,53,48,Tooth.TOOTH
11,9,338,1318,68,44,Tooth.TOOTH
12,10,355,1277,68,44,Tooth.TOOTH
13,79,384,1231,30,30,Tooth.TOOTH
14,11,391,1189,64,44,Tooth.TOOTH
15,12,407,1147,68,44,Tooth.TOOTH
16,13,429,1106,68,44,Tooth.TOOTH
17,14,446,1062,68,44,Tooth.TOOTH
18,15,463,1021,68,44,Tooth.TOOTH
19,16,488,972,64,44,Tooth.TOOTH
20,78,507,935,30,30,Tooth.GAP
21,17,525,878,38,60,Tooth.TOOTH
22,18,544,843,68,44,Tooth.TOOTH
23,77,564,802,30,30,Tooth.GAP
24,19,590,740,38,60,Tooth.TOOTH
25,20,607,694,49,43,Tooth.TOOTH
26,76,631,652,30,30,Tooth.GAP
27,21,663,595,38,60,Tooth.TOOTH
28,22,684,551,49,43,Tooth.TOOTH
29,75,717,515,30,30,Tooth.GAP
30,23,740,467,49,43,Tooth.TOOTH
31,24,769,424,48,40,Tooth.TOOTH
32,74,815,400,30,30,Tooth.GAP
33,25,837,354,48,40,Tooth.TOOTH
34,73,888,317,30,30,Tooth.GAP
35,26,918,282,48,40,Tooth.TOOTH
36,27,972,252,36,35,Tooth.TOOTH
37,28,1024,233,36,35,Tooth.TOOTH
38,29,1072,208,48,40,Tooth.TOOTH
39,72,1118,202,30,30,Tooth.CENTER_G
40,30,1185,211,48,40,Tooth.TOOTH
41,71,1239,198,30,30,Tooth.GAP
42,31,1284,205,48,40,Tooth.TOOTH
43,32,1344,229,36,35,Tooth.TOOTH
44,33,1387,244,48,40,Tooth.TOOTH
45,34,1445,274,36,35,Tooth.TOOTH
46,35,1489,305,36,35,Tooth.TOOTH
47,36,1538,348,36,35,Tooth.TOOTH
48,37,1577,387,36,35,Tooth.TOOTH
49,38,1605,423,48,40,Tooth.TOOTH
50,39,1646,459,49,43,Tooth.TOOTH
51,70,1691,508,30,30,Tooth.GAP
52,40,1703,548,48,40,Tooth.TOOTH
53,69,1727,595,30,30,Tooth.GAP
54,68,1762,651,30,30,Tooth.GAP
55,41,1787,694,49,43,Tooth.TOOTH
56,42,1815,739,38,60,Tooth.TOOTH
57,67,1837,800,30,30,Tooth.GAP
58,43,1844,836,48,40,Tooth.TOOTH
59,44,1880,872,49,43,Tooth.TOOTH
60,45,1883,917,48,40,Tooth.TOOTH
61,46,1906,971,48,40,Tooth.TOOTH
62,66,1951,1017,30,30,Tooth.TOOTH
63,47,1979,1078,64,44,Tooth.TOOTH
64,48,1983,1137,36,35,Tooth.TOOTH
65,65,2012,1174,30,30,Tooth.TOOTH
66,49,2020,1205,38,64,Tooth.TOOTH
67,50,2039,1268,36,35,Tooth.TOOTH
68,51,2074,1295,64,44,Tooth.TOOTH
69,52,2093,1337,64,44,Tooth.TOOTH
70,53,2110,1380,64,44,Tooth.TOOTH
71,54,2124,1421,49,43,Tooth.TOOTH
72,55,2146,1465,64,44,Tooth.TOOTH
73,64,2170,1517,30,30,Tooth.TOOTH
74,56,2181,1551,64,44,Tooth.TOOTH
75,63,2196,1597,30,30,Tooth.TOOTH
76,62,2218,1634,30,30,Tooth.TOOTH
77,61,2233,1682,30,30,Tooth.TOOTH
78,60,2260,1731,30,30,Tooth.TOOTH
79,59,2268,1773,30,30,Tooth.TOOTH
80,58,2289,1809,30,30,Tooth.TOOTH
81,57,2309,1868,30,30,Tooth.TOOTH
