,x,y,w,h,type
0,62,74.84572490620002,50,50,Tooth.TOOTH
1,127,94.56775194389344,50,50,Tooth.TOOTH
2,172,100.17631923092726,50,50,Tooth.TOOTH
3,223,103.308683287122,50,50,Tooth.TOOTH
4,268,108.30119328096158,50,50,Tooth.TOOTH
5,314,105.54562269901736,50,50,Tooth.TOOTH
6,355,95.81766827699177,50,50,Tooth.TOOTH
7,411,105.07994217335279,50,50,Tooth.TOOTH
8,476,106.10473667484358,50,50,Tooth.TOOTH
9,542,104.53025534521029,50,50,Tooth.GAP
10,599,99.98786040406691,50,50,Tooth.TOOTH
11,646,109.02746309691133,50,50,Tooth.TOOTH
12,690,109.58046567059765,50,50,Tooth.TOOTH
13,743,98.88915477187156,50,50,Tooth.TOOTH
14,785,107.71313730207828,50,50,Tooth.TOOTH
15,830,108.06886462696112,50,50,Tooth.TOOTH
16,877,112.21525088018227,50,50,Tooth.TOOTH
17,924,110.2715561157409,50,50,Tooth.TOOTH
18,968,109.21461308693813,50,50,Tooth.TOOTH
19,1023,109.96897587780312,50,50,Tooth.TOOTH
20,1063,93.3120771115895,50,50,Tooth.GAP
21,1111,95.25294573316914,50,50,Tooth.TOOTH
22,1164,107.06476211659248,50,50,Tooth.TOOTH
23,1208,86.53713635979885,50,50,Tooth.GAP
24,1263,91.74175676210099,50,50,Tooth.TOOTH
25,1322,85.94944034487224,50,50,Tooth.TOOTH
26,1371,75.12315847771701,50,50,Tooth.GAP
27,1425,85.3146193341562,50,50,Tooth.TOOTH
28,1483,80.78237790465866,50,50,Tooth.TOOTH
29,1531,77.75685392859342,50,50,Tooth.GAP
30,1583,81.56701415195494,50,50,Tooth.TOOTH
31,1635,78.83023068098146,50,50,Tooth.TOOTH
32,1680,90.59422364652005,50,50,Tooth.GAP
33,1731,88.42508747060909,50,50,Tooth.TOOTH
34,1790,91.17304007439695,50,50,Tooth.GAP
35,1838,96.9428973302814,50,50,Tooth.TOOTH
36,1896,103.117600556696,50,50,Tooth.TOOTH
37,1951,117.2582171084787,50,50,Tooth.TOOTH
38,2012,122.619681240511,50,50,Tooth.TOOTH
39,2053,125.15140492259404,50,50,Tooth.CENTER_G
40,2137,151.48480537989758,50,50,Tooth.TOOTH
41,2187,130.61180833772286,50,50,Tooth.GAP
42,2248,129.26150973339125,50,50,Tooth.TOOTH
43,2311,127.17951173040022,50,50,Tooth.TOOTH
44,2364,116.72619052072125,50,50,Tooth.TOOTH
45,2424,107.41406719093285,50,50,Tooth.TOOTH
46,2477,101.39766832767613,50,50,Tooth.TOOTH
47,2542,96.65862779270242,50,50,Tooth.TOOTH
48,2597,93.20327950352761,50,50,Tooth.TOOTH
49,2648,91.10343857848488,50,50,Tooth.TOOTH
50,2703,80.67990410682395,50,50,Tooth.TOOTH
51,2757,76.39511102746661,50,50,Tooth.GAP
52,2806,84.16455349162757,50,50,Tooth.TOOTH
53,2849,94.38662935120209,50,50,Tooth.GAP
54,2915,94.07405863146128,50,50,Tooth.GAP
55,2975,89.51652052075447,50,50,Tooth.TOOTH
56,3033,96.34446389958316,50,50,Tooth.TOOTH
57,3082,102.70733944906537,50,50,Tooth.GAP
58,3125,107.93678859903503,50,50,Tooth.TOOTH
59,3176,92.92546434496363,50,50,Tooth.TOOTH
60,3215,110.47168203858881,50,50,Tooth.TOOTH
61,3274,113.99365716727084,50,50,Tooth.TOOTH
62,3327,99.57538997595412,50,50,Tooth.TOOTH
63,3407,88.04465841203279,50,50,Tooth.TOOTH
64,3453,120.0214332665763,50,50,Tooth.TOOTH
65,3495,110.68149463524493,50,50,Tooth.TOOTH
66,3544,119.40473441159446,50,50,Tooth.TOOTH
67,3596,122.5550374892646,50,50,Tooth.TOOTH
68,3644,90.21002034240938,50,50,Tooth.TOOTH
69,3690,89.33576121650036,50,50,Tooth.TOOTH
70,3736,90.48408767792209,50,50,Tooth.TOOTH
71,3776,100.16117715318073,50,50,Tooth.TOOTH
72,3828,89.96258445985238,50,50,Tooth.TOOTH
73,3873,100.55755911039077,50,50,Tooth.TOOTH
74,3921,90.02394166477497,50,50,Tooth.TOOTH
75,3957,106.4238391090678,50,50,Tooth.TOOTH
76,3999,99.68710291347479,50,50,Tooth.TOOTH
77,4049,103.36165506452674,50,50,Tooth.TOOTH
78,4105,96.04458443332956,50,50,Tooth.TOOTH
79,4147,103.74570028361524,50,50,Tooth.TOOTH
80,4188,97.05213252307803,50,50,Tooth.TOOTH
81,4250,99.35041625882047,50,50,Tooth.TOOTH
