,Unnamed: 0,x,y,w,h,type
0,0,57,1833,38,64,Tooth.TOOTH
1,1,83,1779,30,30,Tooth.TOOTH
2,2,102,1748,30,30,Tooth.TOOTH
3,3,109,1695,49,43,Tooth.TOOTH
4,4,121,1656,49,43,Tooth.TOOTH
5,5,142,1630,30,30,Tooth.TOOTH
6,6,145,1587,48,40,Tooth.TOOTH
7,7,162,1551,48,40,Tooth.TOOTH
8,8,176,1515,48,40,Tooth.TOOTH
9,9,200,1489,30,30,Tooth.TOOTH
10,10,207,1445,48,40,Tooth.TOOTH
11,11,225,1409,48,40,Tooth.TOOTH
12,12,243,1370,49,43,Tooth.TOOTH
13,13,265,1334,30,30,Tooth.GAP
14,14,271,1301,48,40,Tooth.TOOTH
15,15,300,1261,30,30,Tooth.GAP
16,16,305,1230,30,30,Tooth.GAP
17,17,321,1190,48,40,Tooth.TOOTH
18,18,340,1153,48,40,Tooth.TOOTH
19,19,362,1115,30,30,Tooth.GAP
20,20,381,1070,48,40,Tooth.TOOTH
21,21,409,1038,30,30,Tooth.GAP
22,22,424,989,49,43,Tooth.TOOTH
23,23,440,946,48,40,Tooth.TOOTH
24,24,475,899,30,30,Tooth.GAP
25,25,484,862,48,40,Tooth.TOOTH
26,26,508,838,30,30,Tooth.GAP
27,27,534,773,49,43,Tooth.TOOTH
28,28,555,729,48,40,Tooth.TOOTH
29,29,579,683,30,30,Tooth.GAP
30,30,608,642,49,43,Tooth.TOOTH
31,31,642,597,30,30,Tooth.TOOTH
32,32,657,554,48,40,Tooth.TOOTH
33,33,698,498,38,64,Tooth.TOOTH
34,34,736,470,30,30,Tooth.GAP
35,35,762,437,36,35,Tooth.TOOTH
36,36,794,373,38,64,Tooth.TOOTH
37,37,835,354,30,30,Tooth.GAP
38,38,863,310,38,64,Tooth.TOOTH
39,39,912,281,36,35,Tooth.TOOTH
40,40,951,236,38,60,Tooth.TOOTH
41,41,1001,206,38,64,Tooth.TOOTH
42,42,1054,218,38,60,Tooth.TOOTH
43,43,1096,179,38,60,Tooth.TOOTH
44,44,1143,191,30,30,Tooth.GAP
45,92,1200,183,30,30,Tooth.CENTER_T
46,45,1251,196,30,30,Tooth.GAP
47,46,1281,172,38,64,Tooth.TOOTH
48,47,1331,207,30,30,Tooth.GAP
49,48,1381,201,38,64,Tooth.TOOTH
50,49,1427,224,38,64,Tooth.TOOTH
51,50,1476,278,30,30,Tooth.GAP
52,51,1496,295,30,30,Tooth.GAP
53,52,1534,316,36,35,Tooth.TOOTH
54,53,1567,340,49,43,Tooth.TOOTH
55,54,1599,376,49,43,Tooth.TOOTH
56,55,1628,417,48,40,Tooth.TOOTH
57,56,1668,469,30,30,Tooth.GAP
58,57,1695,503,48,40,Tooth.TOOTH
59,58,1726,548,48,40,Tooth.TOOTH
60,59,1760,595,30,30,Tooth.GAP
61,60,1782,633,48,40,Tooth.TOOTH
62,61,1823,679,36,35,Tooth.TOOTH
63,62,1831,717,48,40,Tooth.TOOTH
64,63,1851,757,48,40,Tooth.TOOTH
65,64,1880,802,30,30,Tooth.GAP
66,65,1895,836,48,40,Tooth.TOOTH
67,66,1918,880,48,40,Tooth.TOOTH
68,67,1944,930,30,30,Tooth.GAP
69,68,1969,968,30,30,Tooth.GAP
70,69,1987,1010,36,35,Tooth.TOOTH
71,70,2009,1048,48,40,Tooth.TOOTH
72,71,2023,1085,48,40,Tooth.TOOTH
73,72,2047,1123,30,30,Tooth.GAP
74,73,2065,1157,48,40,Tooth.TOOTH
75,74,2085,1198,36,35,Tooth.TOOTH
76,75,2101,1234,48,40,Tooth.TOOTH
77,76,2119,1272,48,40,Tooth.TOOTH
78,77,2145,1318,30,30,Tooth.TOOTH
79,78,2161,1353,30,30,Tooth.TOOTH
80,79,2166,1378,48,40,Tooth.TOOTH
81,80,2180,1416,48,40,Tooth.TOOTH
82,81,2203,1456,30,30,Tooth.TOOTH
83,82,2211,1488,48,40,Tooth.TOOTH
84,83,2228,1524,48,40,Tooth.TOOTH
85,84,2255,1560,30,30,Tooth.GAP
86,85,2258,1595,48,40,Tooth.TOOTH
87,86,2272,1635,48,40,Tooth.TOOTH
88,87,2302,1670,30,30,Tooth.TOOTH
89,88,2315,1705,49,43,Tooth.TOOTH
90,89,2342,1763,30,30,Tooth.TOOTH
91,90,2358,1801,30,30,Tooth.TOOTH
92,91,2368,1851,30,30,Tooth.TOOTH
