,Unnamed: 0,x,y,w,h,type
0,0,49,1863,48,40,Tooth.TOOTH
1,1,66,1840,30,30,Tooth.GAP
2,2,72,1800,49,43,Tooth.TOOTH
3,3,89,1751,49,43,Tooth.TOOTH
4,4,105,1706,49,43,Tooth.TOOTH
5,5,122,1667,49,43,Tooth.TOOTH
6,6,131,1628,48,40,Tooth.TOOTH
7,7,150,1592,30,30,Tooth.TOOTH
8,8,162,1554,48,40,Tooth.TOOTH
9,9,189,1536,30,30,Tooth.TOOTH
10,10,192,1484,48,40,Tooth.TOOTH
11,11,223,1414,48,40,Tooth.TOOTH
12,12,224,1451,30,30,Tooth.TOOTH
13,13,253,1385,30,30,Tooth.TOOTH
14,14,265,1351,30,30,Tooth.GAP
15,15,271,1305,48,40,Tooth.TOOTH
16,16,298,1270,36,35,Tooth.TOOTH
17,17,316,1242,30,30,Tooth.TOOTH
18,18,331,1198,36,35,Tooth.TOOTH
19,19,353,1158,30,30,Tooth.GAP
20,20,366,1124,36,35,Tooth.TOOTH
21,21,389,1082,36,35,Tooth.TOOTH
22,22,409,1039,36,35,Tooth.TOOTH
23,23,419,997,48,40,Tooth.TOOTH
24,24,440,963,30,30,Tooth.GAP
25,25,461,912,48,40,Tooth.TOOTH
26,26,484,870,48,40,Tooth.TOOTH
27,27,515,831,36,35,Tooth.TOOTH
28,28,528,783,48,40,Tooth.TOOTH
29,29,561,746,36,35,Tooth.TOOTH
30,30,581,690,49,43,Tooth.TOOTH
31,94,615,654,30,30,Tooth.TOOTH
32,31,627,608,48,40,Tooth.TOOTH
33,32,658,560,49,43,Tooth.TOOTH
34,33,687,519,49,43,Tooth.TOOTH
35,34,724,489,30,30,Tooth.GAP
36,35,757,435,36,35,Tooth.TOOTH
37,36,791,398,36,35,Tooth.TOOTH
38,37,822,352,44,44,Tooth.TOOTH
39,38,854,325,36,35,Tooth.TOOTH
40,39,891,294,36,35,Tooth.TOOTH
41,40,917,275,30,30,Tooth.GAP
42,41,940,248,36,35,Tooth.TOOTH
43,42,981,219,36,35,Tooth.TOOTH
44,43,1033,190,30,30,Tooth.TOOTH
45,44,1071,156,38,64,Tooth.TOOTH
46,45,1116,164,30,30,Tooth.GAP
47,46,1174,133,38,64,Tooth.TOOTH
48,47,1217,152,30,30,Tooth.CENTER_T
49,48,1268,133,38,64,Tooth.TOOTH
50,49,1319,149,30,30,Tooth.GAP
51,50,1364,159,30,30,Tooth.TOOTH
52,51,1418,164,38,64,Tooth.TOOTH
53,52,1461,208,36,35,Tooth.TOOTH
54,53,1518,241,36,35,Tooth.TOOTH
55,54,1556,266,30,30,Tooth.GAP
56,55,1600,303,49,43,Tooth.TOOTH
57,56,1633,339,49,43,Tooth.TOOTH
58,57,1676,382,30,30,Tooth.TOOTH
59,58,1706,417,30,30,Tooth.TOOTH
60,59,1735,464,49,43,Tooth.TOOTH
61,60,1778,519,30,30,Tooth.TOOTH
62,61,1798,561,36,35,Tooth.TOOTH
63,62,1825,600,30,30,Tooth.GAP
64,63,1842,642,48,40,Tooth.TOOTH
65,64,1870,679,49,43,Tooth.TOOTH
66,65,1886,724,48,40,Tooth.TOOTH
67,66,1912,761,49,43,Tooth.TOOTH
68,67,1939,810,30,30,Tooth.TOOTH
69,68,1959,853,30,30,Tooth.TOOTH
70,69,1990,896,30,30,Tooth.TOOTH
71,70,2007,937,30,30,Tooth.GAP
72,71,2018,975,48,40,Tooth.TOOTH
73,72,2065,1024,30,30,Tooth.TOOTH
74,73,2074,1061,30,30,Tooth.GAP
75,74,2078,1095,48,40,Tooth.TOOTH
76,75,2106,1130,36,35,Tooth.TOOTH
77,76,2122,1172,30,30,Tooth.TOOTH
78,77,2132,1205,48,40,Tooth.TOOTH
79,78,2164,1250,30,30,Tooth.TOOTH
80,79,2170,1279,48,40,Tooth.TOOTH
81,80,2194,1316,30,30,Tooth.GAP
82,81,2211,1356,30,30,Tooth.TOOTH
83,82,2214,1387,48,40,Tooth.TOOTH
84,83,2242,1434,30,30,Tooth.TOOTH
85,84,2246,1460,48,40,Tooth.TOOTH
86,85,2267,1499,30,30,Tooth.TOOTH
87,86,2279,1532,48,40,Tooth.TOOTH
88,87,2307,1570,30,30,Tooth.GAP
89,88,2310,1604,48,40,Tooth.TOOTH
90,89,2335,1647,30,30,Tooth.GAP
91,90,2347,1677,49,43,Tooth.TOOTH
92,91,2362,1719,49,43,Tooth.TOOTH
93,92,2385,1760,49,43,Tooth.TOOTH
94,93,2403,1816,30,30,Tooth.TOOTH
