,x,y,w,h,score,match
72,138,1817,64,44,0.763828,left_angled.jpg
11,153,1769,53,48,0.83798754,top_left.jpg
3,166,1875,68,44,0.76132005,left_back_bent.jpg
10,173,1724,53,48,0.8898806,top_left.jpg
9,188,1681,53,48,0.9182987,top_left.jpg
69,215,1607,49,43,0.8994633,small_round.jpg
8,244,1534,53,48,0.91309685,top_left.jpg
52,281,1432,48,40,0.80595446,03_18_2023 LG 282 copy.jpg
50,296,1396,48,40,0.81129473,03_18_2023 LG 282 copy.jpg
7,316,1354,53,48,0.86184597,top_left.jpg
47,345,1287,48,40,0.8559816,03_18_2023 LG 282 copy.jpg
45,375,1212,48,40,0.82830477,03_18_2023 LG 282 copy.jpg
71,402,1173,64,44,0.8086537,left_angled.jpg
42,428,1095,48,40,0.8010346,03_18_2023 LG 282 copy.jpg
70,448,1054,64,44,0.7803459,left_angled.jpg
2,454,1135,68,44,0.76163745,left_back_bent.jpg
74,491,957,38,64,0.8575436,12_20_2022 LG 282 copy.jpg
40,548,844,48,40,0.7999445,03_18_2023 LG 282 copy.jpg
39,566,798,48,40,0.84261906,03_18_2023 LG 282 copy.jpg
64,598,758,49,43,0.8771805,small_round.jpg
37,619,712,48,40,0.8059859,03_18_2023 LG 282 copy.jpg
1,632,901,68,44,0.81087583,left_back_bent.jpg
35,638,665,48,40,0.795196,03_18_2023 LG 282 copy.jpg
6,646,761,53,48,0.80098134,top_left.jpg
62,670,625,49,43,0.8261292,small_round.jpg
5,692,692,53,48,0.8129789,top_left.jpg
25,729,532,38,60,0.8246935,middle round.jpg
4,743,591,53,48,0.77223724,top_left.jpg
61,754,490,49,43,0.8824678,small_round.jpg
31,815,407,48,40,0.87407696,03_18_2023 LG 282 copy.jpg
30,845,367,48,40,0.8270105,03_18_2023 LG 282 copy.jpg
28,877,333,48,40,0.86976826,03_18_2023 LG 282 copy.jpg
0,904,381,68,44,0.8309158,left_back_bent.jpg
26,960,259,48,40,0.8928041,03_18_2023 LG 282 copy.jpg
14,1012,233,36,35,0.8537183,round_light.jpg
22,1059,194,38,60,0.87947553,middle round.jpg
24,1098,225,38,60,0.7825893,middle round.jpg
21,1104,169,38,60,0.8647932,middle round.jpg
23,1136,212,38,60,0.7792508,middle round.jpg
13,1251,166,36,35,0.83810395,round_light.jpg
73,1342,155,38,64,0.9169185,12_20_2022 LG 282 copy.jpg
20,1390,162,38,60,0.9194598,middle round.jpg
12,1439,184,46,53,0.8257184,right_small_weird.jpg
27,1626,324,48,40,0.9006396,03_18_2023 LG 282 copy.jpg
29,1660,359,48,40,0.8667199,03_18_2023 LG 282 copy.jpg
32,1731,431,48,40,0.8712116,03_18_2023 LG 282 copy.jpg
60,1768,475,49,43,0.89373916,small_round.jpg
15,1802,527,36,35,0.8654991,round_light.jpg
33,1848,610,48,40,0.8030259,03_18_2023 LG 282 copy.jpg
34,1876,650,48,40,0.80236,03_18_2023 LG 282 copy.jpg
36,1899,688,48,40,0.8461356,03_18_2023 LG 282 copy.jpg
63,1924,728,49,43,0.76630586,small_round.jpg
38,1946,769,48,40,0.8528419,03_18_2023 LG 282 copy.jpg
65,1970,805,49,43,0.8718115,small_round.jpg
66,1993,851,49,43,0.8581688,small_round.jpg
16,2020,892,36,35,0.800668,round_light.jpg
67,2038,934,49,43,0.8779905,small_round.jpg
17,2060,983,36,35,0.9148312,round_light.jpg
41,2091,1059,48,40,0.8485284,03_18_2023 LG 282 copy.jpg
68,2115,1093,49,43,0.85603786,small_round.jpg
43,2126,1134,48,40,0.8574332,03_18_2023 LG 282 copy.jpg
44,2164,1207,48,40,0.8442797,03_18_2023 LG 282 copy.jpg
46,2183,1245,48,40,0.8889079,03_18_2023 LG 282 copy.jpg
48,2213,1316,48,40,0.88435376,03_18_2023 LG 282 copy.jpg
49,2243,1390,48,40,0.88108796,03_18_2023 LG 282 copy.jpg
51,2262,1425,48,40,0.8270904,03_18_2023 LG 282 copy.jpg
53,2290,1496,48,40,0.87459093,03_18_2023 LG 282 copy.jpg
54,2339,1603,48,40,0.8640767,03_18_2023 LG 282 copy.jpg
55,2355,1642,48,40,0.8550175,03_18_2023 LG 282 copy.jpg
56,2371,1678,48,40,0.82102835,03_18_2023 LG 282 copy.jpg
57,2388,1721,48,40,0.82444596,03_18_2023 LG 282 copy.jpg
58,2406,1764,48,40,0.8409012,03_18_2023 LG 282 copy.jpg
19,2417,1626,36,35,0.85530657,round_light.jpg
59,2422,1813,48,40,0.80932796,03_18_2023 LG 282 copy.jpg
18,2454,1549,36,35,0.83763915,round_light.jpg
