,Unnamed: 0,x,y,w,h,type
0,0,173,1906,30,30,Tooth.ERROR_T
1,1,190,1845,30,30,Tooth.ERROR_T
2,2,207,1797,30,30,Tooth.TOOTH
3,25,217,1761,30,30,Tooth.TOOTH
4,26,236,1709,30,30,Tooth.GAP
5,3,254,1672,30,30,Tooth.TOOTH
6,27,267,1636,30,30,Tooth.TOOTH
7,28,281,1602,30,30,Tooth.TOOTH
8,4,302,1564,30,30,Tooth.TOOTH
9,29,309,1533,30,30,Tooth.TOOTH
10,30,327,1498,30,30,Tooth.TOOTH
11,31,344,1463,30,30,Tooth.TOOTH
12,32,361,1420,30,30,Tooth.TOOTH
13,33,371,1389,30,30,Tooth.TOOTH
14,34,392,1347,30,30,Tooth.TOOTH
15,35,407,1314,30,30,Tooth.GAP
16,5,418,1273,30,30,Tooth.TOOTH
17,36,441,1241,30,30,Tooth.TOOTH
18,6,451,1200,30,30,Tooth.TOOTH
19,37,475,1163,30,30,Tooth.TOOTH
20,7,493,1120,30,30,Tooth.TOOTH
21,8,516,1084,30,30,Tooth.TOOTH
22,9,532,1043,30,30,Tooth.TOOTH
23,38,554,1009,30,30,Tooth.GAP
24,10,578,962,30,30,Tooth.TOOTH
25,11,597,916,30,30,Tooth.TOOTH
26,12,618,875,30,30,Tooth.TOOTH
27,13,641,832,30,30,Tooth.TOOTH
28,14,665,788,30,30,Tooth.TOOTH
29,15,691,742,30,30,Tooth.TOOTH
30,39,715,703,30,30,Tooth.TOOTH
31,40,746,654,30,30,Tooth.GAP
32,16,768,612,30,30,Tooth.TOOTH
33,17,796,571,30,30,Tooth.TOOTH
34,18,826,526,30,30,Tooth.TOOTH
35,19,861,480,30,30,Tooth.TOOTH
36,41,896,438,30,30,Tooth.TOOTH
37,42,927,403,30,30,Tooth.TOOTH
38,43,965,368,30,30,Tooth.TOOTH
39,44,1003,333,30,30,Tooth.GAP
40,20,1040,294,30,30,Tooth.TOOTH
41,45,1088,266,30,30,Tooth.TOOTH
42,46,1136,242,30,30,Tooth.TOOTH
43,47,1183,217,30,30,Tooth.TOOTH
44,48,1236,211,30,30,Tooth.GAP
45,21,1282,199,30,30,Tooth.TOOTH
46,22,1326,202,30,30,Tooth.CENTER_T
47,49,1375,206,30,30,Tooth.TOOTH
48,50,1425,212,30,30,Tooth.GAP
49,51,1470,216,30,30,Tooth.TOOTH
50,52,1513,230,30,30,Tooth.TOOTH
51,53,1564,251,30,30,Tooth.ERROR_T
52,23,1624,293,30,30,Tooth.ERROR_T
53,54,1675,338,30,30,Tooth.ERROR_T
54,55,1714,368,30,30,Tooth.TOOTH
55,56,1740,399,30,30,Tooth.TOOTH
56,57,1778,443,30,30,Tooth.GAP
57,58,1812,474,30,30,Tooth.TOOTH
58,59,1846,518,30,30,Tooth.TOOTH
59,60,1879,567,30,30,Tooth.TOOTH
60,61,1908,613,30,30,Tooth.TOOTH
61,62,1931,658,30,30,Tooth.TOOTH
62,63,1958,700,30,30,Tooth.TOOTH
63,64,1978,731,30,30,Tooth.TOOTH
64,65,2000,773,30,30,Tooth.GAP
65,24,2020,815,30,30,Tooth.TOOTH
66,66,2043,856,30,30,Tooth.TOOTH
67,67,2069,899,30,30,Tooth.TOOTH
68,68,2090,941,30,30,Tooth.TOOTH
69,69,2117,987,30,30,Tooth.TOOTH
70,70,2129,1021,30,30,Tooth.TOOTH
71,71,2151,1067,30,30,Tooth.TOOTH
72,72,2171,1106,30,30,Tooth.GAP
73,73,2188,1147,30,30,Tooth.TOOTH
74,74,2211,1185,30,30,Tooth.TOOTH
75,75,2224,1218,30,30,Tooth.TOOTH
76,76,2240,1259,30,30,Tooth.TOOTH
77,77,2266,1288,30,30,Tooth.TOOTH
78,78,2278,1329,30,30,Tooth.ERROR_T
79,79,2287,1358,30,30,Tooth.ERROR_T
80,85,2310,1397,30,30,Tooth.TOOTH
81,80,2326,1432,30,30,Tooth.TOOTH
82,81,2339,1472,30,30,Tooth.TOOTH
83,82,2358,1513,30,30,Tooth.TOOTH
84,83,2369,1549,30,30,Tooth.TOOTH
85,84,2386,1585,30,30,Tooth.TOOTH
86,86,2399,1621,30,30,Tooth.GAP
87,87,2417,1657,30,30,Tooth.TOOTH
88,88,2432,1691,30,30,Tooth.TOOTH
89,89,2449,1729,30,30,Tooth.TOOTH
90,90,2462,1770,30,30,Tooth.TOOTH
91,91,2483,1813,30,30,Tooth.TOOTH
92,92,2497,1857,30,30,Tooth.TOOTH
93,93,2517,1906,30,30,Tooth.TOOTH
