,x,y
0,1329,190
1,1417,191
2,1838,201
3,1544,211
4,1486,216
5,1377,217
6,1280,226
7,1174,250
8,1591,260
9,1121,272
10,1081,303
11,1626,305
12,1673,321
13,1036,341
14,1715,363
15,973,396
16,1759,406
17,933,437
18,1792,443
19,896,481
20,2277,485
21,869,519
22,1847,525
23,852,565
24,1875,570
25,819,607
26,1923,652
27,778,681
28,1941,708
29,736,741
30,714,789
31,1993,803
32,689,828
33,666,873
34,641,917
35,618,957
36,2067,979
37,597,998
38,2081,1027
39,577,1037
40,2102,1065
41,556,1075
42,545,1125
43,2127,1139
44,516,1157
45,2144,1184
46,498,1203
47,2351,1208
48,2161,1224
49,2183,1308
50,444,1321
51,426,1369
52,2234,1434
53,379,1447
54,362,1488
55,341,1530
56,302,1616
57,2305,1650
58,285,1656
59,2319,1694
60,252,1745
61,235,1788
62,221,1833
63,1810,1852
64,198,1874
65,1852,1890
