,x,y
0,1173,163
1,1334,168
2,1231,171
3,1281,171
4,1066,185
5,1389,191
6,1441,207
7,1274,228
8,1483,234
9,980,239
10,1529,269
11,1571,306
12,898,320
13,1621,334
14,865,351
15,832,380
16,1652,383
17,1683,417
18,797,420
19,905,454
20,1716,461
21,772,463
22,1745,501
23,741,505
24,1627,539
25,1775,541
26,707,549
27,797,581
28,1801,586
29,682,595
30,759,641
31,664,643
32,830,645
33,1853,684
34,641,693
35,616,736
36,704,758
37,1902,770
38,594,779
39,566,824
40,1939,853
41,550,865
42,529,913
43,1987,938
44,1998,980
45,490,995
46,2015,1020
47,471,1038
48,2029,1061
49,452,1078
50,2048,1100
51,436,1119
52,2067,1139
53,421,1162
54,2081,1180
55,400,1203
56,2092,1222
57,385,1244
58,2113,1262
59,367,1284
60,2132,1304
61,2151,1345
62,335,1367
63,313,1411
64,2176,1421
65,298,1454
66,281,1494
67,2214,1505
68,267,1538
69,2234,1554
70,248,1580
71,2248,1596
72,213,1662
73,195,1707
74,181,1751
75,164,1796
76,148,1840
77,2363,1853
78,92,1854
79,137,1884
