,x,y
0,1450,344
1,1585,387
2,1272,391
3,1163,397
4,1226,404
5,1385,418
6,1058,420
7,1017,449
8,1084,455
9,1474,456
10,1211,468
11,1269,476
12,1317,476
13,973,481
14,1360,489
15,1429,517
16,933,521
17,1576,529
18,897,562
19,1614,562
20,1533,593
21,1653,601
22,836,632
23,1686,633
24,807,668
25,773,715
26,747,756
27,1766,772
28,716,801
29,1220,826
30,1837,845
31,1862,895
32,673,898
33,648,943
34,1914,978
35,630,996
36,609,1045
37,1951,1068
38,2331,1082
39,1978,1108
40,1994,1150
41,2013,1191
42,2032,1231
43,2050,1271
44,2104,1387
45,431,1462
46,2136,1467
47,2166,1516
48,386,1587
49,2217,1634
50,351,1672
51,321,1756
52,319,1815
53,2321,1891
