,Unnamed: 0,x,y,w,h,type
0,0,118,1845,30,30,Tooth.TOOTH
1,1,134,1791,30,30,Tooth.TOOTH
2,48,155,1740,30,30,Tooth.GAP
3,49,170,1703,30,30,Tooth.TOOTH
4,50,182,1665,30,30,Tooth.TOOTH
5,51,191,1628,30,30,Tooth.TOOTH
6,52,209,1592,30,30,Tooth.TOOTH
7,53,220,1557,30,30,Tooth.TOOTH
8,54,232,1522,30,30,Tooth.TOOTH
9,56,245,1479,30,30,Tooth.TOOTH
10,55,270,1449,30,30,Tooth.TOOTH
11,57,282,1414,30,30,Tooth.GAP
12,58,298,1376,30,30,Tooth.ERROR_T
13,59,319,1314,30,30,Tooth.ERROR_T
14,60,332,1278,30,30,Tooth.TOOTH
15,61,357,1233,30,30,Tooth.TOOTH
16,62,378,1193,30,30,Tooth.ERROR_T
17,63,399,1136,30,30,Tooth.ERROR_G
18,64,415,1104,30,30,Tooth.TOOTH
19,65,435,1059,30,30,Tooth.GAP
20,2,452,1011,30,30,Tooth.TOOTH
21,66,475,961,30,30,Tooth.GAP
22,3,491,906,30,30,Tooth.TOOTH
23,4,523,858,30,30,Tooth.TOOTH
24,5,548,805,30,30,Tooth.TOOTH
25,6,566,763,30,30,Tooth.TOOTH
26,7,590,714,30,30,Tooth.TOOTH
27,67,608,666,30,30,Tooth.GAP
28,8,631,631,30,30,Tooth.ERROR_T
29,68,669,576,30,30,Tooth.ERROR_T
30,9,687,535,30,30,Tooth.TOOTH
31,10,715,488,30,30,Tooth.ERROR_T
32,69,756,440,30,30,Tooth.ERROR_T
33,11,783,411,30,30,Tooth.TOOTH
34,70,819,371,30,30,Tooth.TOOTH
35,71,845,334,30,30,Tooth.GAP
36,12,881,298,30,30,Tooth.ERROR_T
37,13,930,244,30,30,Tooth.ERROR_T
38,72,970,224,30,30,Tooth.GAP
39,73,1018,189,30,30,Tooth.TOOTH
40,14,1060,169,30,30,Tooth.TOOTH
41,15,1110,156,30,30,Tooth.TOOTH
42,16,1160,146,30,30,Tooth.TOOTH
43,74,1210,141,30,30,Tooth.CENTER_T
44,17,1255,139,30,30,Tooth.TOOTH
45,18,1299,143,30,30,Tooth.TOOTH
46,75,1350,165,30,30,Tooth.GAP
47,19,1402,175,30,30,Tooth.TOOTH
48,20,1461,188,30,30,Tooth.TOOTH
49,21,1504,223,30,30,Tooth.ERROR_T
50,22,1558,271,30,30,Tooth.ERROR_T
51,76,1588,306,30,30,Tooth.GAP
52,23,1627,343,30,30,Tooth.TOOTH
53,24,1665,384,30,30,Tooth.TOOTH
54,25,1699,425,30,30,Tooth.TOOTH
55,26,1737,456,30,30,Tooth.TOOTH
56,27,1767,500,30,30,Tooth.ERROR_T
57,28,1796,554,30,30,Tooth.ERROR_T
58,77,1825,585,30,30,Tooth.TOOTH
59,78,1852,623,30,30,Tooth.GAP
60,29,1875,664,30,30,Tooth.ERROR_T
61,30,1899,720,30,30,Tooth.ERROR_T
62,79,1930,754,30,30,Tooth.GAP
63,80,1949,794,30,30,Tooth.TOOTH
64,31,1966,829,30,30,Tooth.TOOTH
65,32,1988,876,30,30,Tooth.TOOTH
66,33,2012,918,30,30,Tooth.TOOTH
67,34,2036,958,30,30,Tooth.TOOTH
68,35,2062,999,30,30,Tooth.TOOTH
69,36,2079,1033,30,30,Tooth.TOOTH
70,81,2097,1066,30,30,Tooth.GAP
71,37,2116,1104,30,30,Tooth.TOOTH
72,83,2134,1141,30,30,Tooth.TOOTH
73,82,2158,1177,30,30,Tooth.TOOTH
74,38,2177,1216,30,30,Tooth.TOOTH
75,84,2189,1250,30,30,Tooth.TOOTH
76,39,2211,1291,30,30,Tooth.TOOTH
77,85,2228,1327,30,30,Tooth.GAP
78,40,2242,1364,30,30,Tooth.TOOTH
79,86,2261,1398,30,30,Tooth.TOOTH
80,87,2277,1430,30,30,Tooth.TOOTH
81,41,2292,1471,30,30,Tooth.TOOTH
82,42,2309,1507,30,30,Tooth.TOOTH
83,43,2328,1544,30,30,Tooth.TOOTH
84,88,2346,1578,30,30,Tooth.GAP
85,44,2357,1619,30,30,Tooth.TOOTH
86,45,2370,1655,30,30,Tooth.TOOTH
87,46,2393,1698,30,30,Tooth.TOOTH
88,47,2411,1736,30,30,Tooth.TOOTH
