,Unnamed: 0,x,y,w,h,type
0,0,172,1867,30,30,Tooth.TOOTH
1,1,187,1828,30,30,Tooth.TOOTH
2,2,199,1794,30,30,Tooth.TOOTH
3,3,215,1761,30,30,Tooth.TOOTH
4,4,225,1726,30,30,Tooth.TOOTH
5,5,241,1688,30,30,Tooth.TOOTH
6,57,259,1649,30,30,Tooth.TOOTH
7,58,272,1618,30,30,Tooth.GAP
8,6,277,1582,30,30,Tooth.TOOTH
9,7,293,1544,30,30,Tooth.TOOTH
10,8,312,1506,30,30,Tooth.TOOTH
11,9,323,1467,30,30,Tooth.TOOTH
12,59,344,1436,30,30,Tooth.TOOTH
13,10,351,1396,30,30,Tooth.TOOTH
14,11,369,1358,30,30,Tooth.TOOTH
15,12,388,1316,30,30,Tooth.TOOTH
16,13,406,1272,30,30,Tooth.TOOTH
17,60,426,1237,30,30,Tooth.GAP
18,14,439,1195,30,30,Tooth.TOOTH
19,15,462,1148,30,30,Tooth.TOOTH
20,16,480,1105,30,30,Tooth.TOOTH
21,17,501,1063,30,30,Tooth.TOOTH
22,18,521,1020,30,30,Tooth.TOOTH
23,19,542,976,30,30,Tooth.TOOTH
24,20,565,927,30,30,Tooth.TOOTH
25,61,595,885,30,30,Tooth.GAP
26,21,611,843,30,30,Tooth.TOOTH
27,22,641,801,30,30,Tooth.ERROR_T
28,62,675,752,30,30,Tooth.ERROR_G
29,23,692,710,30,30,Tooth.TOOTH
30,24,723,663,30,30,Tooth.TOOTH
31,25,754,617,30,30,Tooth.TOOTH
32,63,791,584,30,30,Tooth.TOOTH
33,64,821,553,30,30,Tooth.GAP
34,65,856,526,30,30,Tooth.ERROR_T
35,26,899,473,30,30,Tooth.ERROR_T
36,66,946,445,30,30,Tooth.GAP
37,27,982,413,30,30,Tooth.TOOTH
38,67,1040,399,30,30,Tooth.GAP
39,28,1076,371,30,30,Tooth.TOOTH
40,29,1131,370,30,30,Tooth.TOOTH
41,30,1175,364,30,30,Tooth.CENTER_T
42,31,1219,361,30,30,Tooth.TOOTH
43,68,1269,361,30,30,Tooth.TOOTH
44,69,1317,374,30,30,Tooth.GAP
45,32,1367,390,30,30,Tooth.TOOTH
46,33,1415,413,30,30,Tooth.ERROR_T
47,34,1472,448,30,30,Tooth.ERROR_T
48,35,1523,489,30,30,Tooth.ERROR_T
49,70,1555,519,30,30,Tooth.GAP
50,36,1592,552,30,30,Tooth.TOOTH
51,37,1632,591,30,30,Tooth.TOOTH
52,71,1662,625,30,30,Tooth.ERROR_G
53,38,1701,670,30,30,Tooth.ERROR_T
54,72,1737,710,30,30,Tooth.TOOTH
55,39,1760,754,30,30,Tooth.TOOTH
56,40,1790,798,30,30,Tooth.TOOTH
57,73,1812,836,30,30,Tooth.GAP
58,41,1839,876,30,30,Tooth.TOOTH
59,42,1861,915,30,30,Tooth.TOOTH
60,74,1887,954,30,30,Tooth.TOOTH
61,75,1905,996,30,30,Tooth.TOOTH
62,43,1935,1036,30,30,Tooth.TOOTH
63,44,1956,1078,30,30,Tooth.TOOTH
64,76,1983,1121,30,30,Tooth.TOOTH
65,45,2002,1161,30,30,Tooth.TOOTH
66,77,2014,1199,30,30,Tooth.TOOTH
67,46,2044,1238,30,30,Tooth.TOOTH
68,47,2067,1274,30,30,Tooth.TOOTH
69,78,2084,1315,30,30,Tooth.TOOTH
70,79,2103,1353,30,30,Tooth.TOOTH
71,80,2125,1387,30,30,Tooth.TOOTH
72,81,2143,1419,30,30,Tooth.TOOTH
73,82,2156,1452,30,30,Tooth.TOOTH
74,48,2172,1491,30,30,Tooth.TOOTH
75,83,2184,1520,30,30,Tooth.GAP
76,49,2204,1562,30,30,Tooth.TOOTH
77,50,2225,1592,30,30,Tooth.TOOTH
78,51,2241,1631,30,30,Tooth.TOOTH
79,52,2254,1667,30,30,Tooth.TOOTH
80,53,2274,1699,30,30,Tooth.TOOTH
81,54,2290,1735,30,30,Tooth.TOOTH
82,55,2308,1771,30,30,Tooth.TOOTH
83,56,2323,1810,30,30,Tooth.TOOTH
