,Unnamed: 0,x,y,w,h,type
0,0,198,1879,68,44,Tooth.TOOTH
1,1,210,1851,30,30,Tooth.TOOTH
2,2,219,1797,30,30,Tooth.TOOTH
3,3,231,1771,30,30,Tooth.GAP
4,4,248,1733,30,30,Tooth.TOOTH
5,5,252,1697,30,30,Tooth.TOOTH
6,6,266,1655,30,30,Tooth.TOOTH
7,7,278,1628,30,30,Tooth.TOOTH
8,8,286,1587,30,30,Tooth.TOOTH
9,9,297,1541,30,30,Tooth.TOOTH
10,10,301,1487,30,30,Tooth.GAP
11,11,312,1453,30,30,Tooth.TOOTH
12,12,318,1413,30,30,Tooth.TOOTH
13,13,339,1380,30,30,Tooth.TOOTH
14,14,360,1343,30,30,Tooth.TOOTH
15,15,379,1244,49,43,Tooth.TOOTH
16,16,380,1299,30,30,Tooth.TOOTH
17,17,399,1201,30,30,Tooth.TOOTH
18,18,415,1153,30,30,Tooth.GAP
19,19,431,1106,30,30,Tooth.TOOTH
20,20,443,1072,30,30,Tooth.TOOTH
21,21,466,1022,30,30,Tooth.TOOTH
22,22,472,966,48,40,Tooth.TOOTH
23,23,496,935,30,30,Tooth.TOOTH
24,24,523,877,30,30,Tooth.TOOTH
25,25,541,837,30,30,Tooth.TOOTH
26,26,557,783,49,43,Tooth.TOOTH
27,27,583,731,49,43,Tooth.TOOTH
28,28,607,684,49,43,Tooth.TOOTH
29,29,637,647,30,30,Tooth.GAP
30,30,660,599,48,40,Tooth.TOOTH
31,31,687,563,48,40,Tooth.TOOTH
32,32,723,530,30,30,Tooth.TOOTH
33,33,748,510,30,30,Tooth.GAP
34,34,766,476,48,40,Tooth.TOOTH
35,35,812,445,30,30,Tooth.GAP
36,36,845,412,48,40,Tooth.TOOTH
37,37,889,385,48,40,Tooth.TOOTH
38,38,936,363,48,40,Tooth.TOOTH
39,39,999,358,36,35,Tooth.TOOTH
40,40,1047,350,30,30,Tooth.CENTER_G
41,41,1075,340,48,40,Tooth.TOOTH
42,87,1144,344,30,30,Tooth.TOOTH
43,42,1185,351,36,35,Tooth.TOOTH
44,43,1244,365,36,35,Tooth.TOOTH
45,44,1300,387,30,30,Tooth.GAP
46,45,1352,412,36,35,Tooth.TOOTH
47,46,1405,448,36,35,Tooth.TOOTH
48,47,1450,481,36,35,Tooth.TOOTH
49,48,1477,510,48,40,Tooth.TOOTH
50,49,1528,547,36,35,Tooth.TOOTH
51,50,1564,582,36,35,Tooth.TOOTH
52,51,1590,618,48,40,Tooth.TOOTH
53,52,1643,666,30,30,Tooth.GAP
54,53,1671,702,36,35,Tooth.TOOTH
55,54,1694,737,48,40,Tooth.TOOTH
56,55,1739,787,30,30,Tooth.TOOTH
57,56,1750,812,48,40,Tooth.TOOTH
58,57,1786,851,36,35,Tooth.TOOTH
59,58,1809,878,30,30,Tooth.TOOTH
60,59,1830,921,48,40,Tooth.TOOTH
61,60,1877,966,30,30,Tooth.TOOTH
62,61,1888,1005,48,40,Tooth.TOOTH
63,62,1916,1044,48,40,Tooth.TOOTH
64,63,1949,1086,30,30,Tooth.TOOTH
65,64,1965,1120,48,40,Tooth.TOOTH
66,65,1998,1160,36,35,Tooth.TOOTH
67,66,2015,1196,48,40,Tooth.TOOTH
68,67,2037,1232,48,40,Tooth.TOOTH
69,68,2073,1269,30,30,Tooth.GAP
70,69,2082,1299,48,40,Tooth.TOOTH
71,70,2125,1337,30,30,Tooth.TOOTH
72,71,2138,1379,30,30,Tooth.TOOTH
73,72,2144,1403,48,40,Tooth.TOOTH
74,73,2183,1440,30,30,Tooth.TOOTH
75,74,2184,1472,48,40,Tooth.TOOTH
76,75,2216,1511,30,30,Tooth.GAP
77,76,2222,1541,48,40,Tooth.TOOTH
78,77,2256,1573,36,35,Tooth.TOOTH
79,78,2268,1613,36,35,Tooth.TOOTH
80,79,2284,1642,48,40,Tooth.TOOTH
81,80,2317,1683,30,30,Tooth.TOOTH
82,81,2325,1714,48,40,Tooth.TOOTH
83,82,2344,1754,48,40,Tooth.TOOTH
84,83,2375,1796,36,35,Tooth.TOOTH
85,84,2395,1829,30,30,Tooth.GAP
86,85,2407,1859,30,30,Tooth.GAP
87,86,2410,1884,48,40,Tooth.TOOTH
