,Unnamed: 0,x,y,w,h,type
0,0,196,1696,49,43,Tooth.TOOTH
1,1,212,1659,30,30,Tooth.TOOTH
2,2,224,1618,53,48,Tooth.TOOTH
3,3,233,1590,30,30,Tooth.TOOTH
4,4,251,1547,53,48,Tooth.TOOTH
5,5,269,1521,30,30,Tooth.TOOTH
6,6,291,1485,30,30,Tooth.TOOTH
7,7,294,1442,49,43,Tooth.TOOTH
8,8,311,1411,30,30,Tooth.GAP
9,9,325,1372,49,43,Tooth.TOOTH
10,10,353,1341,30,30,Tooth.TOOTH
11,11,356,1299,49,43,Tooth.TOOTH
12,12,387,1270,30,30,Tooth.TOOTH
13,13,395,1240,30,30,Tooth.GAP
14,14,407,1184,38,60,Tooth.TOOTH
15,15,430,1154,30,30,Tooth.TOOTH
16,16,442,1119,30,30,Tooth.GAP
17,17,457,1068,49,43,Tooth.TOOTH
18,18,481,1030,30,30,Tooth.GAP
19,19,499,985,38,60,Tooth.TOOTH
20,20,517,951,68,44,Tooth.TOOTH
21,21,545,903,30,30,Tooth.GAP
22,22,557,858,49,43,Tooth.TOOTH
23,23,579,816,64,44,Tooth.TOOTH
24,24,603,771,64,44,Tooth.TOOTH
25,25,638,733,30,30,Tooth.TOOTH
26,26,647,689,68,44,Tooth.TOOTH
27,27,669,639,49,43,Tooth.TOOTH
28,28,689,592,48,40,Tooth.TOOTH
29,29,734,553,30,30,Tooth.GAP
30,30,755,497,38,60,Tooth.TOOTH
31,31,783,467,68,44,Tooth.TOOTH
32,32,813,421,49,43,Tooth.TOOTH
33,33,840,384,48,40,Tooth.TOOTH
34,34,868,330,30,30,Tooth.TOOTH
35,35,908,319,48,40,Tooth.TOOTH
36,36,957,272,48,40,Tooth.TOOTH
37,37,1009,250,30,30,Tooth.GAP
38,38,1044,216,48,40,Tooth.TOOTH
39,39,1096,187,38,60,Tooth.TOOTH
40,40,1137,179,48,40,Tooth.TOOTH
41,41,1188,182,30,30,Tooth.TOOTH
42,88,1241,179,30,30,Tooth.CENTER_T
43,42,1284,159,38,64,Tooth.TOOTH
44,43,1329,162,38,64,Tooth.TOOTH
45,44,1380,183,30,30,Tooth.GAP
46,45,1433,200,36,35,Tooth.TOOTH
47,46,1482,201,38,64,Tooth.TOOTH
48,47,1535,254,36,35,Tooth.TOOTH
49,48,1574,293,48,40,Tooth.TOOTH
50,49,1617,336,30,30,Tooth.GAP
51,50,1653,368,30,30,Tooth.TOOTH
52,51,1680,397,48,40,Tooth.TOOTH
53,52,1726,429,53,48,Tooth.TOOTH
54,53,1750,480,48,40,Tooth.TOOTH
55,54,1778,523,48,40,Tooth.TOOTH
56,55,1809,566,48,40,Tooth.TOOTH
57,56,1835,606,48,40,Tooth.TOOTH
58,57,1876,658,30,30,Tooth.GAP
59,58,1887,686,49,43,Tooth.TOOTH
60,59,1910,726,49,43,Tooth.TOOTH
61,60,1941,775,30,30,Tooth.TOOTH
62,61,1955,803,49,43,Tooth.TOOTH
63,62,1979,847,49,43,Tooth.TOOTH
64,63,2002,889,49,43,Tooth.TOOTH
65,64,2031,942,30,30,Tooth.GAP
66,65,2046,971,30,30,Tooth.GAP
67,66,2069,1014,48,40,Tooth.TOOTH
68,67,2082,1051,48,40,Tooth.TOOTH
69,68,2118,1102,30,30,Tooth.TOOTH
70,69,2142,1128,30,30,Tooth.TOOTH
71,70,2147,1160,36,35,Tooth.TOOTH
72,71,2169,1198,30,30,Tooth.TOOTH
73,72,2177,1234,48,40,Tooth.TOOTH
74,73,2209,1272,30,30,Tooth.TOOTH
75,74,2213,1305,48,40,Tooth.TOOTH
76,75,2236,1349,30,30,Tooth.GAP
77,76,2248,1381,30,30,Tooth.TOOTH
78,77,2259,1412,48,40,Tooth.TOOTH
79,78,2274,1448,48,40,Tooth.TOOTH
80,79,2302,1488,30,30,Tooth.TOOTH
81,80,2319,1519,30,30,Tooth.TOOTH
82,81,2335,1554,30,30,Tooth.TOOTH
83,82,2346,1593,30,30,Tooth.GAP
84,83,2355,1626,48,40,Tooth.TOOTH
85,84,2386,1664,30,30,Tooth.GAP
86,85,2392,1697,49,43,Tooth.TOOTH
87,86,2408,1740,49,43,Tooth.TOOTH
88,87,2429,1784,38,60,Tooth.TOOTH
