,Unnamed: 0,x,y,w,h,type
0,0,138,1817,64,44,Tooth.TOOTH
1,1,153,1769,53,48,Tooth.TOOTH
2,2,173,1724,53,48,Tooth.TOOTH
3,3,188,1681,53,48,Tooth.TOOTH
4,4,207,1652,30,30,Tooth.GAP
5,5,215,1607,49,43,Tooth.TOOTH
6,6,238,1575,30,30,Tooth.TOOTH
7,7,255,1540,30,30,Tooth.TOOTH
8,8,273,1510,30,30,Tooth.TOOTH
9,9,277,1474,30,30,Tooth.TOOTH
10,10,281,1432,48,40,Tooth.TOOTH
11,11,296,1396,48,40,Tooth.TOOTH
12,12,316,1354,53,48,Tooth.TOOTH
13,13,339,1333,30,30,Tooth.GAP
14,14,345,1287,48,40,Tooth.TOOTH
15,15,374,1259,30,30,Tooth.TOOTH
16,16,375,1212,48,40,Tooth.TOOTH
17,17,402,1173,64,44,Tooth.TOOTH
18,18,424,1143,30,30,Tooth.GAP
19,19,428,1095,48,40,Tooth.TOOTH
20,20,448,1054,64,44,Tooth.TOOTH
21,21,484,1038,30,30,Tooth.TOOTH
22,22,495,973,30,30,Tooth.TOOTH
23,23,517,931,30,30,Tooth.GAP
24,24,539,896,30,30,Tooth.TOOTH
25,25,548,844,48,40,Tooth.TOOTH
26,26,566,798,48,40,Tooth.TOOTH
27,27,598,758,49,43,Tooth.TOOTH
28,28,619,712,48,40,Tooth.TOOTH
29,29,638,665,48,40,Tooth.TOOTH
30,30,670,625,49,43,Tooth.TOOTH
31,31,705,585,30,30,Tooth.TOOTH
32,32,729,532,38,60,Tooth.TOOTH
33,33,754,490,49,43,Tooth.TOOTH
34,34,795,454,30,30,Tooth.GAP
35,35,815,407,48,40,Tooth.TOOTH
36,36,845,367,48,40,Tooth.TOOTH
37,37,877,333,48,40,Tooth.TOOTH
38,38,938,303,30,30,Tooth.TOOTH
39,39,960,259,48,40,Tooth.TOOTH
40,40,1012,233,36,35,Tooth.TOOTH
41,41,1059,194,38,60,Tooth.TOOTH
42,42,1104,169,38,60,Tooth.TOOTH
43,43,1153,180,30,30,Tooth.TOOTH
44,92,1200,180,30,30,Tooth.GAP
45,44,1251,166,36,35,Tooth.CENTER_T
46,45,1296,163,30,30,Tooth.GAP
47,46,1342,155,38,64,Tooth.TOOTH
48,47,1390,162,38,60,Tooth.TOOTH
49,48,1439,184,46,53,Tooth.TOOTH
50,49,1500,217,30,30,Tooth.TOOTH
51,50,1536,246,30,30,Tooth.GAP
52,51,1575,280,30,30,Tooth.GAP
53,52,1604,304,30,30,Tooth.TOOTH
54,53,1626,324,48,40,Tooth.TOOTH
55,54,1660,359,48,40,Tooth.TOOTH
56,55,1710,397,30,30,Tooth.TOOTH
57,56,1731,431,48,40,Tooth.TOOTH
58,57,1768,475,49,43,Tooth.TOOTH
59,58,1802,527,36,35,Tooth.TOOTH
60,59,1828,563,30,30,Tooth.GAP
61,60,1848,610,48,40,Tooth.TOOTH
62,61,1876,650,48,40,Tooth.TOOTH
63,62,1899,688,48,40,Tooth.TOOTH
64,63,1924,728,49,43,Tooth.TOOTH
65,64,1946,769,48,40,Tooth.TOOTH
66,65,1970,805,49,43,Tooth.TOOTH
67,66,1993,851,49,43,Tooth.TOOTH
68,67,2020,892,36,35,Tooth.TOOTH
69,68,2038,934,49,43,Tooth.TOOTH
70,69,2060,983,36,35,Tooth.TOOTH
71,70,2083,1025,30,30,Tooth.GAP
72,71,2091,1059,48,40,Tooth.TOOTH
73,72,2115,1093,49,43,Tooth.TOOTH
74,73,2126,1134,48,40,Tooth.TOOTH
75,74,2160,1180,30,30,Tooth.TOOTH
76,75,2164,1207,48,40,Tooth.TOOTH
77,76,2183,1245,48,40,Tooth.TOOTH
78,77,2207,1279,30,30,Tooth.GAP
79,78,2213,1316,48,40,Tooth.TOOTH
80,79,2241,1353,30,30,Tooth.TOOTH
81,80,2243,1390,48,40,Tooth.TOOTH
82,81,2262,1425,48,40,Tooth.TOOTH
83,82,2289,1468,30,30,Tooth.TOOTH
84,83,2290,1496,48,40,Tooth.TOOTH
85,84,2312,1542,30,30,Tooth.GAP
86,85,2332,1566,30,30,Tooth.TOOTH
87,86,2339,1603,48,40,Tooth.TOOTH
88,87,2355,1642,48,40,Tooth.TOOTH
89,88,2371,1678,48,40,Tooth.TOOTH
90,89,2388,1721,48,40,Tooth.TOOTH
91,90,2406,1764,48,40,Tooth.TOOTH
92,91,2422,1813,48,40,Tooth.TOOTH
