,Unnamed: 0,x,y,w,h,type
0,0,133,1820,48,40,Tooth.TOOTH
1,1,153,1770,49,43,Tooth.TOOTH
2,2,170,1728,49,43,Tooth.TOOTH
3,3,189,1699,30,30,Tooth.TOOTH
4,4,207,1664,30,30,Tooth.GAP
5,5,211,1619,48,40,Tooth.TOOTH
6,6,238,1584,30,30,Tooth.GAP
7,7,246,1546,49,43,Tooth.TOOTH
8,8,265,1520,30,30,Tooth.GAP
9,9,273,1479,48,40,Tooth.TOOTH
10,10,289,1442,48,40,Tooth.TOOTH
11,11,306,1406,48,40,Tooth.TOOTH
12,12,321,1370,48,40,Tooth.TOOTH
13,13,354,1332,30,30,Tooth.GAP
14,14,370,1301,36,35,Tooth.TOOTH
15,15,373,1260,48,40,Tooth.TOOTH
16,16,390,1221,48,40,Tooth.TOOTH
17,17,410,1184,48,40,Tooth.TOOTH
18,18,441,1143,30,30,Tooth.GAP
19,19,453,1100,48,40,Tooth.TOOTH
20,20,476,1059,49,43,Tooth.TOOTH
21,21,492,1021,48,40,Tooth.TOOTH
22,22,515,977,48,40,Tooth.TOOTH
23,23,553,946,30,30,Tooth.GAP
24,24,566,890,49,43,Tooth.TOOTH
25,25,582,848,48,40,Tooth.TOOTH
26,26,609,810,30,30,Tooth.GAP
27,27,635,758,48,40,Tooth.TOOTH
28,28,676,719,30,30,Tooth.TOOTH
29,29,683,673,48,40,Tooth.TOOTH
30,30,717,628,49,43,Tooth.TOOTH
31,31,749,590,30,30,Tooth.TOOTH
32,32,773,539,48,40,Tooth.TOOTH
33,33,807,496,48,40,Tooth.TOOTH
34,34,850,452,30,30,Tooth.GAP
35,35,878,431,30,30,Tooth.TOOTH
36,36,913,396,30,30,Tooth.TOOTH
37,37,949,346,38,64,Tooth.TOOTH
38,38,994,304,49,43,Tooth.TOOTH
39,39,1060,279,30,30,Tooth.TOOTH
40,40,1104,253,30,30,Tooth.TOOTH
41,41,1137,228,38,60,Tooth.TOOTH
42,88,1194,228,30,30,Tooth.TOOTH
43,42,1243,222,30,30,Tooth.TOOTH
44,43,1290,217,30,30,Tooth.CENTER_T
45,44,1328,207,38,64,Tooth.TOOTH
46,45,1373,212,38,64,Tooth.TOOTH
47,46,1420,226,38,60,Tooth.TOOTH
48,47,1474,245,38,64,Tooth.TOOTH
49,48,1527,296,30,30,Tooth.GAP
50,49,1568,314,48,40,Tooth.TOOTH
51,50,1618,358,48,40,Tooth.TOOTH
52,51,1655,389,48,40,Tooth.TOOTH
53,52,1698,431,30,30,Tooth.TOOTH
54,53,1723,464,48,40,Tooth.TOOTH
55,54,1761,503,49,43,Tooth.TOOTH
56,55,1788,550,48,40,Tooth.TOOTH
57,56,1823,599,30,30,Tooth.GAP
58,57,1849,641,48,40,Tooth.TOOTH
59,58,1885,690,30,30,Tooth.TOOTH
60,59,1905,734,30,30,Tooth.TOOTH
61,60,1922,767,48,40,Tooth.TOOTH
62,61,1944,809,48,40,Tooth.TOOTH
63,62,1975,849,30,30,Tooth.TOOTH
64,63,1985,887,48,40,Tooth.TOOTH
65,64,2022,935,36,35,Tooth.TOOTH
66,65,2032,977,48,40,Tooth.TOOTH
67,66,2075,1034,30,30,Tooth.GAP
68,67,2093,1069,30,30,Tooth.GAP
69,68,2095,1101,48,40,Tooth.TOOTH
70,69,2112,1140,48,40,Tooth.TOOTH
71,70,2137,1183,30,30,Tooth.TOOTH
72,71,2150,1215,48,40,Tooth.TOOTH
73,72,2166,1254,48,40,Tooth.TOOTH
74,73,2185,1291,48,40,Tooth.TOOTH
75,74,2221,1341,30,30,Tooth.GAP
76,75,2222,1366,48,40,Tooth.TOOTH
77,76,2251,1412,30,30,Tooth.TOOTH
78,77,2264,1443,30,30,Tooth.TOOTH
79,78,2265,1474,48,40,Tooth.TOOTH
80,79,2287,1514,30,30,Tooth.GAP
81,80,2295,1548,48,40,Tooth.TOOTH
82,81,2327,1620,48,40,Tooth.TOOTH
83,82,2331,1597,30,30,Tooth.TOOTH
84,83,2341,1656,48,40,Tooth.TOOTH
85,84,2358,1693,48,40,Tooth.TOOTH
86,85,2373,1731,48,40,Tooth.TOOTH
87,86,2394,1767,49,43,Tooth.TOOTH
88,87,2414,1812,36,35,Tooth.TOOTH
