,x,y,w,h,type
0,162,1808,30,30,Tooth.TOOTH
1,186,1772,30,30,Tooth.TOOTH
2,201,1720,30,30,Tooth.TOOTH
3,209,1678,30,30,Tooth.TOOTH
4,221,1630,30,30,Tooth.TOOTH
5,237,1591,30,30,Tooth.TOOTH
6,249,1562,30,30,Tooth.TOOTH
7,263,1528,30,30,Tooth.TOOTH
8,276,1496,30,30,Tooth.GAP
9,291,1458,30,30,Tooth.TOOTH
10,306,1417,30,30,Tooth.TOOTH
11,324,1384,30,30,Tooth.TOOTH
12,338,1342,30,30,Tooth.TOOTH
13,347,1308,30,30,Tooth.TOOTH
14,371,1267,30,30,Tooth.TOOTH
15,383,1186,48,40,Tooth.TOOTH
16,385,1232,30,30,Tooth.GAP
17,411,1147,30,30,Tooth.TOOTH
18,429,1112,30,30,Tooth.TOOTH
19,438,1064,48,40,Tooth.TOOTH
20,458,1025,48,40,Tooth.TOOTH
21,475,985,48,40,Tooth.TOOTH
22,500,937,49,43,Tooth.TOOTH
23,532,900,30,30,Tooth.GAP
24,538,855,48,40,Tooth.TOOTH
25,562,811,49,43,Tooth.TOOTH
26,580,768,48,40,Tooth.TOOTH
27,611,723,30,30,Tooth.TOOTH
28,636,684,30,30,Tooth.TOOTH
29,668,641,30,30,Tooth.TOOTH
30,680,587,49,43,Tooth.TOOTH
31,715,547,30,30,Tooth.GAP
32,744,501,30,30,Tooth.TOOTH
33,769,453,49,43,Tooth.TOOTH
34,808,422,30,30,Tooth.GAP
35,835,380,30,30,Tooth.TOOTH
36,858,336,48,40,Tooth.TOOTH
37,904,305,30,30,Tooth.TOOTH
38,939,260,48,40,Tooth.TOOTH
39,1000,234,30,30,Tooth.GAP
40,1035,196,38,60,Tooth.TOOTH
41,1082,174,38,60,Tooth.TOOTH
42,1141,169,30,30,Tooth.TOOTH
43,1185,165,30,30,Tooth.TOOTH
44,1216,152,48,40,Tooth.CENTER_T
45,1281,159,30,30,Tooth.TOOTH
46,1315,148,38,64,Tooth.TOOTH
47,1363,157,38,64,Tooth.TOOTH
48,1418,173,38,64,Tooth.TOOTH
92,1474,220,30,30,Tooth.GAP
49,1514,232,46,53,Tooth.TOOTH
50,1569,290,30,30,Tooth.TOOTH
51,1608,302,46,53,Tooth.TOOTH
52,1641,343,49,43,Tooth.TOOTH
53,1678,375,46,53,Tooth.TOOTH
54,1719,411,38,60,Tooth.TOOTH
55,1748,460,49,43,Tooth.TOOTH
56,1792,509,30,30,Tooth.TOOTH
57,1808,548,48,40,Tooth.TOOTH
58,1844,595,36,35,Tooth.TOOTH
59,1870,635,30,30,Tooth.GAP
60,1888,671,48,40,Tooth.TOOTH
61,1910,711,48,40,Tooth.TOOTH
62,1937,746,49,43,Tooth.TOOTH
63,1964,791,68,44,Tooth.TOOTH
64,1981,833,48,40,Tooth.TOOTH
65,2012,873,64,44,Tooth.TOOTH
66,2031,913,49,43,Tooth.TOOTH
67,2059,959,36,35,Tooth.TOOTH
68,2072,994,48,40,Tooth.TOOTH
69,2092,1035,48,40,Tooth.TOOTH
70,2115,1070,49,43,Tooth.TOOTH
71,2131,1110,48,40,Tooth.TOOTH
72,2162,1152,30,30,Tooth.GAP
73,2171,1182,48,40,Tooth.TOOTH
74,2199,1222,36,35,Tooth.TOOTH
75,2222,1290,48,40,Tooth.TOOTH
76,2222,1267,30,30,Tooth.TOOTH
77,2248,1330,30,30,Tooth.TOOTH
78,2254,1362,48,40,Tooth.TOOTH
79,2286,1410,30,30,Tooth.TOOTH
80,2290,1432,48,40,Tooth.TOOTH
81,2309,1482,30,30,Tooth.TOOTH
82,2329,1512,30,30,Tooth.TOOTH
83,2347,1549,30,30,Tooth.TOOTH
84,2374,1577,30,30,Tooth.TOOTH
85,2386,1623,30,30,Tooth.TOOTH
86,2400,1669,30,30,Tooth.GAP
87,2418,1707,30,30,Tooth.TOOTH
88,2433,1736,30,30,Tooth.TOOTH
89,2438,1765,30,30,Tooth.GAP
90,2458,1797,30,30,Tooth.TOOTH
91,2463,1843,30,30,Tooth.TOOTH
