,Unnamed: 0,x,y,w,h,type
0,0,118,1795,30,30,Tooth.TOOTH
1,1,120,1769,30,30,Tooth.GAP
2,2,121,1857,30,30,Tooth.TOOTH
3,3,132,1729,49,43,Tooth.TOOTH
4,4,147,1701,30,30,Tooth.GAP
5,5,162,1638,38,64,Tooth.TOOTH
6,6,179,1599,53,48,Tooth.TOOTH
7,7,203,1579,30,30,Tooth.TOOTH
8,8,212,1535,68,44,Tooth.TOOTH
9,9,237,1508,30,30,Tooth.TOOTH
10,10,249,1475,30,30,Tooth.TOOTH
11,11,266,1433,30,30,Tooth.TOOTH
12,12,269,1394,68,44,Tooth.TOOTH
13,13,297,1369,30,30,Tooth.TOOTH
14,14,302,1324,68,44,Tooth.TOOTH
15,15,332,1294,30,30,Tooth.GAP
16,16,335,1252,68,44,Tooth.TOOTH
17,17,354,1218,30,30,Tooth.TOOTH
18,18,369,1180,68,44,Tooth.TOOTH
19,19,385,1140,68,44,Tooth.TOOTH
20,20,410,1104,30,30,Tooth.GAP
21,21,423,1060,64,44,Tooth.TOOTH
22,22,444,1021,68,44,Tooth.TOOTH
23,23,459,984,30,30,Tooth.TOOTH
24,24,483,942,30,30,Tooth.TOOTH
25,25,504,895,64,44,Tooth.TOOTH
26,26,525,852,64,44,Tooth.TOOTH
27,27,550,813,68,44,Tooth.TOOTH
28,28,570,763,30,30,Tooth.GAP
29,29,599,719,30,30,Tooth.TOOTH
30,30,619,678,64,44,Tooth.TOOTH
31,31,639,631,49,43,Tooth.TOOTH
32,32,668,592,64,44,Tooth.TOOTH
33,33,693,550,49,43,Tooth.TOOTH
34,34,728,516,30,30,Tooth.TOOTH
35,35,757,456,38,60,Tooth.TOOTH
36,36,779,439,30,30,Tooth.GAP
37,37,820,373,38,60,Tooth.TOOTH
38,38,843,340,48,40,Tooth.TOOTH
39,39,879,308,44,44,Tooth.TOOTH
40,40,915,275,49,43,Tooth.TOOTH
41,41,943,252,30,30,Tooth.GAP
42,42,971,223,38,60,Tooth.TOOTH
43,43,1002,199,48,40,Tooth.TOOTH
44,44,1047,172,48,40,Tooth.TOOTH
45,45,1087,148,48,40,Tooth.TOOTH
46,46,1153,136,38,60,Tooth.TOOTH
47,47,1204,124,38,60,Tooth.TOOTH
48,48,1245,122,38,60,Tooth.CENTER_T
49,49,1291,125,38,60,Tooth.TOOTH
50,50,1338,132,38,60,Tooth.TOOTH
51,51,1387,133,38,64,Tooth.TOOTH
52,52,1437,162,38,60,Tooth.TOOTH
53,53,1481,185,49,43,Tooth.TOOTH
54,54,1527,222,30,30,Tooth.GAP
55,55,1560,247,30,30,Tooth.GAP
56,56,1588,264,49,43,Tooth.TOOTH
57,57,1629,296,49,43,Tooth.TOOTH
58,58,1664,333,38,60,Tooth.TOOTH
59,59,1699,367,38,60,Tooth.TOOTH
60,60,1742,420,30,30,Tooth.TOOTH
61,61,1761,448,53,48,Tooth.TOOTH
62,62,1781,511,36,35,Tooth.TOOTH
63,63,1830,547,30,30,Tooth.GAP
64,64,1840,595,36,35,Tooth.TOOTH
65,65,1874,622,49,43,Tooth.TOOTH
66,66,1896,661,49,43,Tooth.TOOTH
67,67,1930,699,30,30,Tooth.TOOTH
68,68,1940,754,30,30,Tooth.TOOTH
69,69,1961,777,49,43,Tooth.TOOTH
70,70,1987,820,30,30,Tooth.TOOTH
71,71,2023,886,30,30,Tooth.TOOTH
72,72,2036,921,30,30,Tooth.TOOTH
73,73,2051,957,30,30,Tooth.TOOTH
74,74,2069,1005,30,30,Tooth.GAP
75,75,2098,1030,30,30,Tooth.TOOTH
76,76,2119,1073,36,35,Tooth.TOOTH
77,77,2139,1115,30,30,Tooth.TOOTH
78,78,2154,1151,30,30,Tooth.TOOTH
79,79,2171,1184,30,30,Tooth.TOOTH
80,80,2191,1211,30,30,Tooth.TOOTH
81,81,2198,1249,48,40,Tooth.TOOTH
82,82,2217,1285,64,44,Tooth.TOOTH
83,83,2237,1340,30,30,Tooth.TOOTH
84,84,2240,1358,48,40,Tooth.TOOTH
85,85,2273,1429,48,40,Tooth.TOOTH
86,86,2274,1399,30,30,Tooth.TOOTH
87,87,2289,1465,48,40,Tooth.TOOTH
88,88,2320,1512,30,30,Tooth.TOOTH
89,89,2328,1533,38,60,Tooth.TOOTH
90,90,2349,1590,30,30,Tooth.GAP
91,91,2369,1627,30,30,Tooth.TOOTH
92,92,2375,1653,30,30,Tooth.TOOTH
93,93,2384,1694,48,40,Tooth.TOOTH
94,94,2399,1736,48,40,Tooth.TOOTH
95,95,2428,1783,30,30,Tooth.GAP
