,Unnamed: 0,x,y,w,h,type
0,0,136,1799,30,30,Tooth.TOOTH
1,1,142,1845,30,30,Tooth.TOOTH
2,2,166,1759,30,30,Tooth.TOOTH
3,3,180,1701,68,44,Tooth.TOOTH
4,4,199,1663,30,30,Tooth.GAP
5,5,211,1628,68,44,Tooth.TOOTH
6,6,233,1606,30,30,Tooth.GAP
7,7,239,1558,68,44,Tooth.TOOTH
8,8,269,1485,68,44,Tooth.TOOTH
9,9,271,1520,30,30,Tooth.GAP
10,10,291,1449,30,30,Tooth.TOOTH
11,11,303,1420,30,30,Tooth.TOOTH
12,12,311,1371,53,48,Tooth.TOOTH
13,13,338,1342,30,30,Tooth.TOOTH
14,14,346,1304,68,44,Tooth.TOOTH
15,15,379,1271,30,30,Tooth.GAP
16,16,382,1232,68,44,Tooth.TOOTH
17,17,404,1198,30,30,Tooth.TOOTH
18,18,418,1150,64,44,Tooth.TOOTH
19,19,438,1109,64,44,Tooth.TOOTH
20,20,466,1070,30,30,Tooth.TOOTH
21,21,474,1035,30,30,Tooth.TOOTH
22,22,498,994,68,44,Tooth.TOOTH
23,23,521,944,30,30,Tooth.GAP
24,24,539,910,30,30,Tooth.TOOTH
25,25,560,870,30,30,Tooth.TOOTH
26,26,583,831,30,30,Tooth.TOOTH
27,27,608,766,38,60,Tooth.TOOTH
28,28,633,720,38,60,Tooth.TOOTH
29,29,662,697,30,30,Tooth.TOOTH
30,30,683,636,38,60,Tooth.TOOTH
31,31,713,603,30,30,Tooth.GAP
32,32,738,550,38,60,Tooth.TOOTH
33,33,769,503,38,60,Tooth.TOOTH
34,34,794,463,48,40,Tooth.TOOTH
35,35,836,426,30,30,Tooth.TOOTH
36,36,866,400,30,30,Tooth.TOOTH
37,37,909,360,30,30,Tooth.TOOTH
38,38,931,316,38,64,Tooth.TOOTH
39,39,981,287,30,30,Tooth.GAP
40,40,1026,252,30,30,Tooth.TOOTH
41,41,1064,214,38,60,Tooth.TOOTH
42,42,1122,207,30,30,Tooth.TOOTH
43,43,1166,185,38,60,Tooth.TOOTH
44,44,1210,193,30,30,Tooth.GAP
45,93,1266,194,30,30,Tooth.CENTER_T
46,45,1312,185,30,30,Tooth.GAP
47,46,1353,181,38,60,Tooth.TOOTH
48,47,1404,185,38,64,Tooth.TOOTH
49,48,1459,204,38,64,Tooth.TOOTH
50,49,1499,236,49,43,Tooth.TOOTH
51,50,1543,262,30,30,Tooth.GAP
52,51,1568,280,36,35,Tooth.TOOTH
53,52,1601,318,48,40,Tooth.TOOTH
54,53,1640,344,49,43,Tooth.TOOTH
55,54,1682,363,49,43,Tooth.TOOTH
56,55,1712,419,49,43,Tooth.TOOTH
57,56,1763,458,30,30,Tooth.TOOTH
58,57,1781,495,38,60,Tooth.TOOTH
59,58,1806,542,49,43,Tooth.TOOTH
60,59,1833,592,48,40,Tooth.TOOTH
61,60,1858,633,48,40,Tooth.TOOTH
62,61,1887,675,49,43,Tooth.TOOTH
63,62,1920,720,30,30,Tooth.GAP
64,63,1932,747,38,64,Tooth.TOOTH
65,64,1959,802,30,30,Tooth.TOOTH
66,65,1974,833,49,43,Tooth.TOOTH
67,66,2004,877,64,44,Tooth.TOOTH
68,67,2025,920,64,44,Tooth.TOOTH
69,68,2048,961,30,30,Tooth.TOOTH
70,69,2062,1002,49,43,Tooth.TOOTH
71,70,2082,1045,48,40,Tooth.TOOTH
72,71,2101,1082,49,43,Tooth.TOOTH
73,72,2129,1133,30,30,Tooth.TOOTH
74,73,2134,1161,48,40,Tooth.TOOTH
75,74,2168,1193,30,30,Tooth.TOOTH
76,75,2190,1243,30,30,Tooth.GAP
77,76,2206,1275,30,30,Tooth.TOOTH
78,77,2208,1307,48,40,Tooth.TOOTH
79,78,2230,1346,30,30,Tooth.TOOTH
80,79,2246,1380,30,30,Tooth.TOOTH
81,80,2264,1418,30,30,Tooth.TOOTH
82,81,2275,1445,38,60,Tooth.TOOTH
83,82,2301,1523,48,40,Tooth.TOOTH
84,83,2302,1492,30,30,Tooth.GAP
85,84,2337,1568,30,30,Tooth.TOOTH
86,85,2349,1634,48,40,Tooth.TOOTH
87,86,2350,1602,30,30,Tooth.TOOTH
88,87,2381,1681,30,30,Tooth.TOOTH
89,88,2398,1719,30,30,Tooth.TOOTH
90,89,2417,1768,30,30,Tooth.TOOTH
91,90,2437,1806,30,30,Tooth.TOOTH
92,91,2443,1846,30,30,Tooth.TOOTH
93,92,2459,1885,30,30,Tooth.TOOTH
