,Unnamed: 0,x,y,w,h,type
0,0,180,1844,36,35,Tooth.TOOTH
1,1,197,1785,30,30,Tooth.GAP
2,2,218,1753,30,30,Tooth.GAP
3,3,227,1702,49,43,Tooth.TOOTH
4,4,240,1662,49,43,Tooth.TOOTH
5,5,268,1589,49,43,Tooth.TOOTH
6,6,296,1519,49,43,Tooth.TOOTH
7,7,321,1449,48,40,Tooth.TOOTH
8,8,351,1378,48,40,Tooth.TOOTH
9,9,367,1341,48,40,Tooth.TOOTH
10,10,384,1303,48,40,Tooth.TOOTH
11,11,399,1266,48,40,Tooth.TOOTH
12,12,415,1230,48,40,Tooth.TOOTH
13,13,429,1192,48,40,Tooth.TOOTH
14,14,448,1154,48,40,Tooth.TOOTH
15,15,468,1113,48,40,Tooth.TOOTH
16,16,485,1070,48,40,Tooth.TOOTH
17,17,511,1034,36,35,Tooth.TOOTH
18,18,524,993,48,40,Tooth.TOOTH
19,19,545,946,48,40,Tooth.TOOTH
20,20,566,905,48,40,Tooth.TOOTH
21,21,586,863,48,40,Tooth.TOOTH
22,22,621,828,30,30,Tooth.GAP
23,23,628,775,48,40,Tooth.TOOTH
24,24,652,724,48,40,Tooth.TOOTH
25,25,687,702,30,30,Tooth.GAP
26,26,700,641,48,40,Tooth.TOOTH
27,27,726,595,48,40,Tooth.TOOTH
28,28,753,553,48,40,Tooth.TOOTH
29,29,791,522,30,30,Tooth.TOOTH
30,30,815,459,48,40,Tooth.TOOTH
31,31,846,423,48,40,Tooth.TOOTH
32,32,882,374,49,43,Tooth.TOOTH
33,33,923,354,30,30,Tooth.GAP
34,34,946,320,48,40,Tooth.TOOTH
35,35,1004,279,30,30,Tooth.TOOTH
36,36,1031,242,48,40,Tooth.TOOTH
37,37,1083,203,38,64,Tooth.TOOTH
38,38,1138,201,30,30,Tooth.GAP
39,39,1183,170,38,60,Tooth.TOOTH
40,40,1230,159,38,64,Tooth.TOOTH
41,41,1270,171,48,40,Tooth.CENTER_T
42,42,1323,164,38,60,Tooth.TOOTH
43,89,1378,180,30,30,Tooth.TOOTH
44,43,1419,204,30,30,Tooth.GAP
45,44,1469,194,38,64,Tooth.TOOTH
46,45,1520,219,38,60,Tooth.TOOTH
47,46,1565,259,48,40,Tooth.TOOTH
48,47,1614,305,48,40,Tooth.TOOTH
49,48,1656,324,49,43,Tooth.TOOTH
50,49,1688,365,49,43,Tooth.TOOTH
51,50,1729,404,38,60,Tooth.TOOTH
52,51,1767,464,30,30,Tooth.GAP
53,52,1796,484,38,60,Tooth.TOOTH
54,53,1829,532,38,60,Tooth.TOOTH
55,54,1857,586,30,30,Tooth.GAP
56,55,1872,618,48,40,Tooth.TOOTH
57,56,1912,673,30,30,Tooth.TOOTH
58,57,1936,719,30,30,Tooth.TOOTH
59,58,1960,755,30,30,Tooth.TOOTH
60,59,1974,792,30,30,Tooth.GAP
61,60,1989,817,30,30,Tooth.TOOTH
62,61,2022,868,30,30,Tooth.TOOTH
63,62,2041,909,30,30,Tooth.GAP
64,63,2065,957,30,30,Tooth.TOOTH
65,64,2090,998,30,30,Tooth.TOOTH
66,65,2113,1040,30,30,Tooth.TOOTH
67,66,2117,1066,48,40,Tooth.TOOTH
68,67,2147,1113,30,30,Tooth.GAP
69,68,2156,1140,48,40,Tooth.TOOTH
70,69,2180,1175,49,43,Tooth.TOOTH
71,70,2212,1225,30,30,Tooth.TOOTH
72,71,2213,1249,48,40,Tooth.TOOTH
73,72,2238,1290,30,30,Tooth.TOOTH
74,73,2244,1323,48,40,Tooth.TOOTH
75,74,2268,1357,49,43,Tooth.TOOTH
76,75,2292,1400,30,30,Tooth.TOOTH
77,76,2294,1429,48,40,Tooth.TOOTH
78,77,2323,1502,48,40,Tooth.TOOTH
79,78,2329,1473,30,30,Tooth.TOOTH
80,79,2355,1545,30,30,Tooth.TOOTH
81,80,2356,1573,48,40,Tooth.TOOTH
82,81,2387,1615,30,30,Tooth.GAP
83,82,2388,1647,48,40,Tooth.TOOTH
84,83,2406,1685,48,40,Tooth.TOOTH
85,84,2420,1725,48,40,Tooth.TOOTH
86,85,2440,1768,48,40,Tooth.TOOTH
87,86,2458,1816,48,40,Tooth.TOOTH
88,87,2473,1873,48,40,Tooth.TOOTH
89,88,2479,1850,30,30,Tooth.GAP
